cid,firstlast,lastname,party,office,gender,first_elected,phone,website,congress_office,twitter_id,youtube_url,facebook_id,birthdate,state
N00035215,Robin Kelly,Kelly,D,IL02,F,2013,202-225-0773,https://robinkelly.house.gov,1239 Longworth House Office Building,RepRobinKelly,,reprobinkelly,4/30/56,IL
N00049548,Delia Ramirez,Ramirez,D,IL03,F,2022,,,,,,,,IL
N00042114,Jesus Garcia,Garcia,D,IL04,M,2018,202-225-8203,https://jesusgarcia.house.gov/,530 Cannon House Office Building,,,,4/12/56,IL
N00030581,Mike Quigley,Quigley,D,IL05,M,2009,202-225-4061,https://quigley.house.gov,2458 Rayburn House Office Building,RepMikeQuigley,https://youtube.com/RepMikeQuigley,repmikequigley,10/17/58,IL
N00041338,Sean Casten,Casten,D,IL06,M,2018,202-225-4561,https://casten.house.gov/,429 Cannon House Office Building,,,,11/23/71,IL
N00004884,Danny K Davis,Davis,D,IL07,M,1996,202-225-5006,https://davis.house.gov,2159 Rayburn House Office Building,RepDannyDavis,https://youtube.com/dannykdavis07,2.80758E+14,9/6/41,IL
N00033240,Raja Krishnamoorthi,Krishnamoorthi,D,IL08,M,2016,202-225-3711,https://krishnamoorthi.house.gov,515 Cannon House Office Building,congressmanraja,,congressmanraja,7/19/73,IL
N00004724,Jan Schakowsky,Schakowsky,D,IL09,F,1998,202-225-2111,https://schakowsky.house.gov,2367 Rayburn House Office Building,JanSchakowsky,https://youtube.com/repschakowsky,janschakowsky,5/26/44,IL
N00033101,Brad Schneider,Schneider,D,IL10,M,2016,202-225-4835,https://schneider.house.gov,1432 Longworth House Office Building,repschneider,,CongressmanBradSchneider,8/20/61,IL
N00029139,Bill Foster,Foster,D,IL11,M,2012,202-225-3515,http://foster.house.gov,1224 Longworth House Office Building,RepBillFoster,https://youtube.com/RepBillFoster,CongressmanBillFoster,10/7/55,IL
N00035420,Mike Bost,Bost,R,IL12,M,2014,202-225-5661,https://bost.house.gov,1440 Longworth House Office Building,RepBost,,RepBost,12/30/60,IL
N00049102,Nikki Budzinski,Budzinski,D,IL13,F,2022,,,,,,,,IL
N00041569,Lauren A Underwood,Underwood,D,IL14,F,2018,202-225-2976,https://underwood.house.gov/,1118 Longworth House Office Building,RepUnderwood,,,10/4/86,IL
N00045703,Mary Miller,Miller,R,IL15,F,2020,202225-5271,https://marymiller.house.gov/,"1529 Longworth House Office Building Washington, DC  20515",@RepMaryMiller,,,8/7/59,IL
N00037031,Darin LaHood,Lahood,R,IL16,M,2015,202-225-6201,https://lahood.house.gov,1424 Longworth House Office Building,RepLaHood,,replahood,7/5/68,IL
N00049558,Eric Sorensen,Sorensen,D,IL17,M,2022,,,,,,,,IL
N00004981,Dick Durbin,Durbin,D,ILS1,M,1996,202-224-2152,https://www.durbin.senate.gov,711 Hart Senate Office Building,SenatorDurbin,https://youtube.com/SenatorDurbin,SenatorDurbin,11/21/44,IL
N00027860,Tammy Duckworth,Duckworth,D,ILS2,F,2016,202-224-2854,https://www.duckworth.senate.gov,524 Hart Senate Office Building,SenDuckworth,https://youtube.com/repduckworth,SenDuckworth,3/12/68,IL
N00035670,Nancy Mace,Mace,R,SC01,F,2020,202225-3176,https://mace.house.gov/,"212 Cannon House Office Building Washington, DC  20515",@RepNancyMace,,,12/4/77,SC
N00024809,Joe Wilson,Wilson,R,SC02,M,2001,202-225-2452,http://joewilson.house.gov,1436 Longworth House Office Building,RepJoeWilson,https://youtube.com/RepJoeWilson,JoeWilson,7/31/47,SC
N00030752,Jeff Duncan,Duncan,R,SC03,M,2010,202-225-5301,http://jeffduncan.house.gov,2229 Rayburn House Office Building,RepJeffDuncan,https://youtube.com/congjeffduncan,RepJeffDuncan,1/7/66,SC
N00042715,William Timmons,Timmons,R,SC04,M,2018,202-225-6030,https://timmons.house.gov/,313 Cannon House Office Building,RepTimmons,,,4/30/84,SC
N00027783,Ralph Norman,Norman,R,SC05,M,2017,,https://norman.house.gov,,RepRaphNorman,,RepRaphNorman,6/20/53,SC
N00002408,James E Clyburn,Clyburn,D,SC06,M,1992,202-225-3315,http://clyburn.house.gov,242 Cannon House Office Building,Clyburn,https://youtube.com/repjamesclyburn,jameseclyburn,7/21/40,SC
N00049165,Russell Fry,Fry,R,SC07,M,2022,,,,,,,,SC
N00031782,Tim Scott,Scott,R,SCS1,M,2013,202-224-6121,https://www.scott.senate.gov,717 Hart Senate Office Building,SenatorTimScott,https://youtube.com/SenatorTimScott,SenatorTimScott,9/19/65,SC
N00009975,Lindsey Graham,Graham,R,SCS2,M,2002,202-224-5972,https://www.lgraham.senate.gov/public,290 Russell Senate Office Building,GrahamBlog,https://youtube.com/USSenLindseyGraham,USSenatorLindseyGraham,7/9/55,SC
N00025882,Ed Case,Case,D,HI01,M,2018,202-225-2726,https://case.house.gov,2443 Rayburn House Office Building,,,,9/27/52,HI
N00051049,Jill Tokuda,Tokuda,D,HI02,F,2022,,,,,,,,HI
N00028138,Brian Schatz,Schatz,D,HIS1,M,2012,202-224-3934,https://www.schatz.senate.gov,722 Hart Senate Office Building,SenBrianSchatz,https://youtube.com/senbrianschatz,SenBrianSchatz,10/20/72,HI
N00028139,Mazie K Hirono,Hirono,D,HIS2,F,2012,202-224-6361,https://www.hirono.senate.gov,730 Hart Senate Office Building,MazieHirono,https://youtube.com/CongresswomanHirono,senatorhirono,11/3/47,HI
N00045905,Frank Mrvan Jr,Mrvan,D,IN01,M,2020,202225-2461,https://mrvan.house.gov/,"1607 Longworth House Office Building Washington, DC  20515",@RepMrvan,,,4/16/69,IN
N00051733,Rudy Yakym,Yakym,R,IN02,M,2022,,,,,,,,IN
N00037185,Jim Banks,Banks,R,IN03,M,2016,202-225-4436,https://banks.house.gov,509 Cannon House Office Building,RepJimBanks,,RepJimBanks,7/16/79,IN
N00041954,Jim Baird,Baird,R,IN04,M,2018,202-225-5037,https://baird.house.gov/,532 Cannon House Office Building,,,,6/4/45,IN
N00046537,Victoria Spartz,Spartz,R,IN05,F,2020,202225-2276,https://spartz.house.gov/,"1523 Longworth House Office Building Washington, DC  20515",@RepSpartz,,,10/6/78,IN
N00041956,Greg Pence,Pence,R,IN06,M,2018,202-225-3021,https://pence.house.gov/,222 Cannon House Office Building,,,,11/14/56,IN
N00029513,Andre Carson,Carson,D,IN07,M,2008,202-225-4011,http://carson.house.gov,2135 Rayburn House Office Building,RepAndreCarson,https://youtube.com/repandrecarson,CongressmanAndreCarson,10/16/74,IN
N00031227,Larry Bucshon,Bucshon,R,IN08,M,2010,202-225-4636,https://bucshon.house.gov,1005 Longworth House Office Building,RepLarryBucshon,https://youtube.com/RepLarryBucshon,RepLarryBucshon,5/31/62,IN
N00037427,Erin Houchin,Houchin,R,IN09,F,2022,,,,,,,,IN
N00041731,Mike Braun,Braun,R,INS1,M,2018,202-224-4814,https://www.braun.senate.gov,B85 Russell Senate Office Building,,,,3/24/54,IN
N00030670,Todd Young,Young,R,INS2,M,2016,202-224-5623,https://www.young.senate.gov,B33 Russell Senate Office Building,RepToddYoung,https://youtube.com/RepToddYoung,SenatorToddYoung,8/24/72,IN
N00035346,Buddy Carter,Carter,R,GA01,M,2014,202-225-5831,http://buddycarter.house.gov,432 Cannon House Office Building,RepBuddyCarter,,congressmanbuddycarter,9/6/57,GA
N00002674,Sanford Bishop,Bishop,D,GA02,M,1992,202-225-3631,http://bishop.house.gov,2407 Rayburn House Office Building,SanfordBishop,https://youtube.com/RepSanfordBishop,sanfordbishop,2/4/47,GA
N00039090,Drew Ferguson,Ferguson,R,GA03,M,2016,202-225-5901,https://ferguson.house.gov,1032 Longworth House Office Building,RepDrewFerguson,,RepDrewFerguson,11/15/67,GA
N00027848,Hank Johnson,Johnson,D,GA04,M,2006,202-225-1605,https://hankjohnson.house.gov,2240 Rayburn House Office Building,RepHankJohnson,https://youtube.com/RepHankJohnson,RepHankJohnson,10/2/54,GA
N00047361,Nikema Williams,Williams,D,GA05,F,2020,202225-3801,https://nikemawilliams.house.gov/,"1406 Longworth House Office Building Washington, DC  20515",@RepNikema,,,7/30/78,GA
N00044520,Richard McCormick,Mccormick,R,GA06,M,2022,,,,,,,,GA
N00042813,Lucy McBath,McBath,D,GA07,F,2018,202-225-4501,https://mcbath.house.gov/,1513 Longworth House Office Building,,,,6/1/60,GA
N00032457,Austin Scott,Scott,R,GA08,M,2010,202-225-6531,https://austinscott.house.gov,2417 Rayburn House Office Building,AustinScottGA08,https://youtube.com/RepAustinScott,RepAustinScott,12/10/69,GA
N00046654,Andrew Clyde,Clyde,R,GA09,M,2020,202225-9893,https://clyde.house.gov/,"521 Cannon House Office Building Washington, DC  20515",,,CongressmanClyde,11/22/63,GA
N00035370,Mike Collins,Collins,R,GA10,M,2022,,,,,,,,GA
N00035347,Barry Loudermilk,Loudermilk,R,GA11,M,2014,202-225-2931,http://loudermilk.house.gov,329 Cannon House Office Building,RepLoudermilk,,reploudermilk,12/22/63,GA
N00033720,Richard W Allen,Allen,R,GA12,M,2014,202-225-2823,http://allen.house.gov,426 Cannon House Office Building,reprickallen,,CongressmanRickAllen,11/7/51,GA
N00024871,David Scott,Scott,D,GA13,M,2002,202-225-2939,http://davidscott.house.gov,225 Cannon House Office Building,RepDavidScott,https://youtube.com/RepDavidScott,1.13304E+11,6/27/45,GA
N00044701,Marjorie Taylor Greene,Greene,R,GA14,F,2020,202225-5211,https://greene.house.gov/,"1023 Longworth House Office Building Washington, DC  20515",@RepMTG,,,5/27/74,GA
N00040675,Jon Ossoff,Ossoff,D,GAS1,M,2021,202-224-3521,https://www.ossoff.senate.gov/,"Hart Senate Office Building Suite 825 B&C    Washington, DC 20510",@ossoff,,,2/16/87,GA
N00046489,Raphael Warnock,Warnock,D,GAS2,M,2021,202224-3643,https://www.warnock.senate.gov/,"Dirksen Senate Office Building Suite B40D  Washington, DC 20510",@SenatorWarnock,,,7/23/69,GA
N00040559,Dusty Johnson,Johnson,R,SD01,M,2018,202-225-2801,https://dustyjohnson.house.gov/,1508 Longworth House Office Building,RepJohnson,,,9/30/76,SD
N00004572,John Thune,Thune,R,SDS1,M,2004,202-224-2321,https://www.thune.senate.gov,511 Dirksen Senate Office Building,SenJohnThune,https://youtube.com/johnthune,johnthune,1/7/61,SD
N00035187,Mike Rounds,Rounds,R,SDS2,M,2014,202-224-5842,https://www.rounds.senate.gov,502 Hart Senate Office Building,SenatorRounds,,SenatorMikeRounds,10/24/54,SD
N00043379,Bryan Steil,Steil,R,WI01,M,2018,202-225-3031,https://steil.house.gov/,1408 Longworth House Office Building,RepBryanSteil,,,3/30/81,WI
N00033549,Mark Pocan,Pocan,D,WI02,M,2012,202-225-2906,http://pocan.house.gov,1421 Longworth House Office Building,RepMarkPocan,https://youtube.com/repmarkpocan,repmarkpocan,8/14/64,WI
N00046843,Derrick Van Orden,Van Orden,R,WI03,M,2022,,,,,,,,WI
N00026914,Gwen Moore,Moore,D,WI04,F,2004,202-225-4572,https://gwenmoore.house.gov,2252 Rayburn House Office Building,RepGwenMoore,https://youtube.com/RepGwenMoore,GwenSMoore,4/18/51,WI
N00045434,Scott Fitzgerald,Fitzgerald,R,WI05,M,2020,202225-5101,https://fitzgerald.house.gov/,"1507 Longworth House Office Building, Washington, DC 20515",@RepFitzgerald,,CongressmanScottFitzgerald,11/16/63,WI
N00036409,Glenn Grothman,Grothman,R,WI06,M,2014,202-225-2476,http://grothman.house.gov,1217 Longworth House Office Building,RepGrothman,,RepGrothman,7/3/55,WI
N00045307,Tom Tiffany,Tiffany,R,WI07,M,2020,,,,,,,,WI
N00039330,Mike Gallagher,Gallagher,R,WI08,M,2016,202-225-5665,https://gallagher.house.gov,1007 Longworth House Office Building,RepGallagher,,RepMikeGallagher,3/3/84,WI
N00004367,Tammy Baldwin,Baldwin,D,WIS1,F,2012,202-224-5653,https://www.baldwin.senate.gov,709 Hart,SenatorBaldwin,https://youtube.com/witammybaldwin,TammyBaldwin,2/11/62,WI
N00032546,Ron Johnson,Johnson,R,WIS2,M,2010,202-224-5323,https://www.ronjohnson.senate.gov,328 Hart Senate Office Building,SenRonJohnson,https://youtube.com/SenatorRonJohnson,senronjohnson,4/8/55,WI
N00030770,Rick Crawford,Crawford,R,AR01,M,2010,202-225-4076,http://crawford.house.gov,2422 Rayburn House Office Building,RepRickCrawford,https://youtube.com/RepRickCrawford,RepRickCrawford,1/22/66,AR
N00035792,French Hill,Hill,R,AR02,M,2014,202-225-2506,https://hill.house.gov,1229 Longworth House Office Building,RepFrenchHill,,RepFrenchHill,12/5/56,AR
N00031857,Steve Womack,Womack,R,AR03,M,2010,202-225-4301,http://womack.house.gov,2412 Rayburn House Office Building,Rep_SteveWomack,https://youtube.com/CongressmanWomack,RepSteveWomack,2/18/57,AR
N00035527,Bruce Westerman,Westerman,R,AR04,M,2014,202-225-3772,https://westerman.house.gov,130 Cannon House Office Building,RepWesterman,,RepWesterman,11/18/67,AR
N00033363,Tom Cotton,Cotton,R,ARS1,M,2014,202-224-2353,https://www.cotton.senate.gov,124 Russell Senate Office Building,SenTomCotton,https://youtube.com/RepTomCotton,SenatorTomCotton,5/13/77,AR
N00013873,John Boozman,Boozman,R,ARS2,M,2010,202-224-4843,https://www.boozman.senate.gov/public,141 Hart Senate Office Building,JohnBoozman,https://youtube.com/BoozmanPressOffice,JohnBoozman,12/10/50,AR
N00036154,Don Norcross,Norcross,D,NJ01,M,2014,202-225-6501,https://norcross.house.gov,1531 Longworth House Office Building,DonaldNorcross,,DonaldNorcrossNJ,12/13/58,NJ
N00042164,Jeff Van Drew,Van Drew,R,NJ02,M,2018,202-225-6572,https://vandrew.house.gov/,331 Cannon House Office Building,,,,2/23/53,NJ
N00041370,Andy Kim,Kim,D,NJ03,M,2018,202-225-4765,https://kim.house.gov/,1516 Longworth House Office Building,,,,7/12/82,NJ
N00009816,Chris Smith,Smith,R,NJ04,M,1980,202-225-3765,http://chrissmith.house.gov,2373 Rayburn House Office Building,RepChrisSmith,https://youtube.com/USRepChrisSmith,RepChrisSmith,3/4/53,NJ
N00036944,Josh Gottheimer,Gottheimer,D,NJ05,M,2016,202-225-4465,https://gottheimer.house.gov,213 Cannon House Office Building,RepJoshG,,RepJoshG,3/8/75,NJ
N00000781,Frank Pallone Jr.,Pallone,D,NJ06,M,1988,202-225-4671,https://pallone.house.gov,237 Cannon House Office Building,FrankPallone,https://youtube.com/repfrankpallone,repfrankpallone,10/30/51,NJ
N00019149,Tom Kean,Kean,R,NJ07,M,2022,,,,,,,,NJ
N00049686,Rob Menendez,Menendez,D,NJ08,M,2022,,,,,,,,NJ
N00000751,Bill Pascrell Jr.,Pascrell,D,NJ09,M,1996,202-225-5751,http://pascrell.house.gov,2370 Rayburn House Office Building,BillPascrell,https://youtube.com/RepPascrell,pascrell,1/25/37,NJ
N00034639,Donald M Payne Jr.,Payne,D,NJ10,M,2012,202-225-3436,http://payne.house.gov,132 Cannon House Office Building,RepDonaldPayne,,DonaldPayneJr,12/17/58,NJ
N00041154,Mikie Sherrill,Sherrill,D,NJ11,F,2018,202-225-5034,https://sherrill.house.gov/,1208 Longworth House Office Building,RepSherrill,,,1/19/72,NJ
N00036158,Bonnie Watson Coleman,Coleman,D,NJ12,F,2014,202-225-5801,https://watsoncoleman.house.gov,1535 Longworth House Office Building,RepBonnie,,RepBonnie,2/6/45,NJ
N00000699,Robert Menendez,Menendez,D,NJS1,M,2006,202-224-4744,https://www.menendez.senate.gov,528 Hart Senate Office Building,SenatorMenendez,https://youtube.com/SenatorMenendezNJ,senatormenendez,1/1/54,NJ
N00035267,Cory Booker,Booker,D,NJS2,M,2013,202-224-3224,https://www.booker.senate.gov,359 Dirksen Senate Office Building,CoryBooker,https://youtube.com/SenCoryBooker,corybooker,4/27/69,NJ
N00042161,Chris Pappas,Pappas,D,NH01,M,2018,202-225-5456,https://pappas.house.gov/,323 Cannon House Office Building,,,,6/4/80,NH
N00030875,Ann Kuster,Kuster,D,NH02,F,2012,202-225-5206,http://kuster.house.gov,137 Cannon House Office Building,RepAnnieKuster,https://youtube.com/RepKuster,CongresswomanAnnieKuster,9/5/56,NH
N00038397,Maggie Hassan,Hassan,D,NHS1,F,2016,202-224-3324,https://www.hassan.senate.gov,B85 Russell Senate Office Building,Senatorhassan,,SenatorHassan,2/27/58,NH
N00024790,Jeanne Shaheen,Shaheen,D,NHS2,F,2008,202-224-2841,https://www.shaheen.senate.gov,506 Hart Senate Office Building,SenatorShaheen,https://youtube.com/senatorshaheen,SenatorShaheen,1/28/47,NH
N00037003,Trent Kelly,Kelly,R,MS01,M,2015,202-225-4306,https://trentkelly.house.gov,1721 Longworth House Office Building,reptrentkelly,,reptrentkelly,3/1/66,MS
N00003288,Bennie G Thompson,Thompson,D,MS02,M,1993,202-225-5876,https://benniethompson.house.gov,2466 Rayburn House Office Building,BennieGThompson,https://youtube.com/RepBennieThompson,7259193379,1/28/48,MS
N00042458,Michael Guest,Guest,R,MS03,M,2018,202-225-5031,https://guest.house.gov/,230 Cannon House Office Building,,,,2/4/70,MS
N00048240,Mike Ezell,Ezell,R,MS04,M,2022,,,,,,,,MS
N00043298,Cindy Hyde-Smith,Hyde-Smith,R,MSS1,F,2018,202-224-5054,https://www.hydesmith.senate.gov,G12 Dirksen Senate Office Building,SenHydeSmith,,,5/10/59,MS
N00003280,Roger Wicker,Wicker,R,MSS2,M,2007,202-224-6253,https://www.wicker.senate.gov,555 Dirksen Senate Office Building,SenatorWicker,https://youtube.com/SenatorWicker,SenatorWicker,7/5/51,MS
N00029147,Andy Harris,Harris,R,MD01,M,2010,202-225-5311,http://harris.house.gov,1533 Longworth House Office Building,RepAndyHarrisMD,https://youtube.com/RepAndyHarris,AndyHarrisMD,1/25/57,MD
N00025482,Dutch Ruppersberger,Ruppersberger,D,MD02,M,2002,202-225-3061,http://ruppersberger.house.gov,2416 Rayburn House Office Building,Call_Me_Dutch,https://youtube.com/ruppersberger,1.84757E+14,1/31/46,MD
N00027751,John Sarbanes,Sarbanes,D,MD03,M,2006,202-225-4016,https://sarbanes.house.gov,2444 Rayburn House Office Building,RepSarbanes,,RepSarbanes,5/22/62,MD
N00033749,Glenn Ivey,Ivey,D,MD04,M,2022,,,,,,,,MD
N00001821,Steny H Hoyer,Hoyer,D,MD05,M,1981,202-225-4131,https://hoyer.house.gov,1705 Longworth House Office Building,WhipHoyer,https://youtube.com/LeaderHoyer,WhipHoyer,6/14/39,MD
N00039122,David Trone,Trone,D,MD06,M,2018,202-225-2721,https://trone.house.gov/,1213 Longworth House Office Building,RepDavidTrone,,,9/21/55,MD
N00001799,Kweisi Mfume,Mfume,D,MD07,M,2020,,,,,,,,MD
N00037036,Jamie Raskin,Raskin,D,MD08,M,2016,202-225-5341,https://raskin.house.gov,431 Cannon House Office Building,repraskin,,repraskin,12/13/62,MD
N00001955,Ben Cardin,Cardin,D,MDS1,M,2006,202-224-4524,https://www.cardin.senate.gov,509 Hart Senate Office Building,SenatorCardin,https://youtube.com/senatorcardin,senatorbencardin,10/5/43,MD
N00013820,Chris Van Hollen,Van Hollen,D,MDS2,M,2016,202-224-4654,https://www.vanhollen.senate.gov,110 Hart Senate Office Building,ChrisVanHollen,https://youtube.com/RepChrisVanHollen,chrisvanhollen,1/10/59,MD
N00006134,Diana DeGette,Degette,D,CO01,F,1996,202-225-4431,http://degette.house.gov,2111 Rayburn House Office Building,RepDianaDeGette,https://youtube.com/RepDianaDeGette,DianaDeGette,7/29/57,CO
N00041080,Joseph Neguse,Neguse,D,CO02,M,2018,202-225-2161,https://neguse.house.gov/,1419 Longworth House Office Building,RepJoeNeguse,,,5/13/84,CO
N00045974,Lauren Boebert,Boebert,R,CO03,F,2020,202225-4761,https://boebert.house.gov/,"1609 Longworth House Office Building , Washington, DC 20515",@RepBoebert,,RepBoebert,12/15/86,CO
N00030829,Ken Buck,Buck,R,CO04,M,2014,202-225-4676,https://buck.house.gov,1130 Longworth House Office Building,RepKenBuck,,repkenbuck,2/16/59,CO
N00028133,Doug Lamborn,Lamborn,R,CO05,M,2006,202-225-4422,http://lamborn.house.gov,2402 Rayburn House Office Building,RepDLamborn,https://youtube.com/CongressmanLamborn,CongressmanDougLamborn,5/24/54,CO
N00040876,Jason Crow,Crow,D,CO06,M,2018,202-225-7882,https://crow.house.gov/,1229 Longworth House Office Building,RepJasonCrow,,,3/15/79,CO
N00040878,Brittany Pettersen,Pettersen,D,CO07,F,2022,,,,,,,,CO
N00049068,Yadira Caraveo,Caraveo,D,CO08,F,2022,,,,,,,,CO
N00030608,Michael Bennet,Bennet,D,COS1,M,2009,202-224-5852,https://www.bennet.senate.gov,261 Russell Senate Office Building,SenBennetCo,https://youtube.com/SenatorBennet,senbennetco,11/28/64,CO
N00044206,John Hickenlooper,Hickenlooper,D,COS2,M,2020,202224-5941,https://www.hickenlooper.senate.gov/,"Russell Senate Office Building Suite SR-B85  Washington, DC 20510",@SenatorHick,,,2/7/52,CO
N00046598,Blake Moore,Moore,R,UT01,M,2020,202225-0453,https://blakemoore.house.gov/,"1320 Longworth House Office Building Washington, DC  20515",@RepBlakeMoore,,,6/22/80,UT
N00033932,Chris Stewart,Stewart,R,UT02,M,2012,202-225-9730,http://stewart.house.gov,323 Cannon House Office Building,RepChrisStewart,https://youtube.com/repchrisstewart,RepChrisStewart,7/15/60,UT
N00052817,Celeste Maloy,Maloy,R,UT02,F,2923,,,,,,,,UT
N00041221,John Curtis,Curtis,R,UT03,M,2017,202-225-7751,https://curtis.house.gov,125 Cannon House Office Building,RepJohnCurtis,,RepJohnCurtis,5/10/60,UT
N00045812,Burgess Owens,Owens,R,UT04,M,2020,202225-3011,https://owens.house.gov/,"1039 Longworth House Office Building Washington, DC  20515",@RepBurgessOwens,,,8/2/51,UT
N00000286,Mitt Romney,Romney,R,UTS1,M,2018,202-224-5251,https://www.romney.senate.gov,B33 Russell Senate Office Building,,,,3/12/47,UT
N00031696,Mike Lee,Lee,R,UTS2,M,2010,202-224-5444,https://www.lee.senate.gov/public,361a Russell Senate Office Building,SenMikeLee,https://youtube.com/senatormikelee,senatormikelee,6/4/71,UT
N00013817,Chellie Pingree,Pingree,D,ME01,F,2008,202-225-6116,https://pingree.house.gov,2162 Rayburn House Office Building,ChelliePingree,https://youtube.com/congresswomanpingree,ChelliePingree,4/2/55,ME
N00041668,Jared Golden,Golden,D,ME02,M,2018,202-225-6306,https://golden.house.gov,1223 Longworth House Office Building,RepGolden,,,7/25/82,ME
N00034580,Angus King,King,I,MES1,M,2012,202-224-5344,https://www.king.senate.gov,359 Dirksen Senate Office Building,SenAngusKing,https://youtube.com/SenatorAngusKing,SenatorAngusSKingJr,3/31/44,ME
N00000491,Susan Collins,Collins,R,MES2,F,1996,202-224-2523,http://www.collins.senate.gov,413 Dirksen Senate Office Building,SenatorCollins,https://youtube.com/SenatorSusanCollins,susancollins,12/7/52,ME
N00009660,Steve Scalise,Scalise,R,LA01,M,2008,202-225-3015,http://scalise.house.gov,2338 Rayburn House Office Building,SteveScalise,https://youtube.com/RepSteveScalise,RepSteveScalise,10/6/65,LA
N00025766,Troy Carter,Carter,D,LA02,M,2021,,,,,,,,LA
N00039953,Clay Higgins,Higgins,R,LA03,M,2016,202-225-2031,https://clayhiggins.house.gov,1711 Longworth House Office Building,RepClayHiggins,,CongressmanCalHiggins,8/24/61,LA
N00039106,Mike Johnson,Johnson,R,LA04,M,2016,202-225-2777,https://mikejohnson.house.gov,327 Cannon House Office Building,RepMikeJohnson,,RepMikeJohnson,1/30/72,LA
N00047972,Julia Letlow,Letlow,R,LA05,F,2021,,,,,,,,LA
N00036135,Garret Graves,Graves,R,LA06,M,2014,202-225-3901,https://garretgraves.house.gov,430 Cannon House Office Building,RepGarretGraves,,CongressmanGarretGraves,1/31/72,LA
N00030245,Bill Cassidy,Cassidy,R,LAS1,M,2014,202-224-5824,https://www.cassidy.senate.gov,520 Hart Senate Office Building,billcassidy,https://youtube.com/SenatorBillCassidy,billcassidy,9/28/57,LA
N00026823,John Kennedy,Kennedy,R,LAS2,M,2016,202-224-4623,https://www.kennedy.senate.gov,B11 Russell Senate Office Building,SenJohnKennedy,,JohnKennedyLouisiana,11/21/51,LA
N00000153,Richard E Neal,Neal,D,MA01,M,1988,202-225-5601,https://neal.house.gov,341 Cannon House Office Building,RepRichardNeal,https://youtube.com/RepRichardENeal,3.25643E+14,2/14/49,MA
N00000179,James P McGovern,Mcgovern,D,MA02,M,1996,202-225-6101,http://mcgovern.house.gov,438 Cannon House Office Building,RepMcGovern,https://youtube.com/repjimmcgovern,RepJimMcGovern,11/20/59,MA
N00041808,Lori Trahan,Trahan,D,MA03,F,2018,202-225-3411,https://trahan.house.gov/,1616 Longworth House Office Building,RepLoriTrahan,,,10/27/73,MA
N00045506,Jake Auchincloss,Auchincloss,D,MA04,M,2020,202225-5931,https://auchincloss.house.gov/,"1524 Longworth House Office Building Washington, DC  20515",@RepAuchincloss,,,1/29/88,MA
N00035278,Katherine Clark,Clark,D,MA05,F,2013,202-225-2836,https://katherineclark.house.gov,1415 Longworth House Office Building,RepKClark,,CongresswomanClark,7/17/63,MA
N00035431,Seth Moulton,Moulton,D,MA06,M,2014,202-225-8020,http://moulton.house.gov,1408 Longworth House Office Building,teammoulton,,CongressmanSethMoulton,10/24/78,MA
N00042581,Ayanna Pressley,Pressley,D,MA07,F,2018,202-225-5111,https://pressley.house.gov/,1108 Longworth House Office Building,RepPressley,,,2/3/74,MA
N00013855,Stephen Lynch,Lynch,D,MA08,M,2001,202-225-8273,http://lynch.house.gov,2268 Rayburn House Office Building,RepStephenLynch,https://youtube.com/RepLynch,repstephenlynch,3/31/55,MA
N00031933,Bill Keating,Keating,D,MA09,M,2010,202-225-3111,https://keating.house.gov,2351 Rayburn House Office Building,USRepKeating,https://youtube.com/RepBillKeating,USRepKeating,9/6/52,MA
N00033492,Elizabeth Warren,Warren,D,MAS1,F,2012,202-224-4543,https://www.warren.senate.gov,317 Hart Senate Office Building,SenWarren,https://youtube.com/senelizabethwarren,senatorelizabethwarren,6/22/49,MA
N00000270,Ed Markey,Markey,D,MAS2,M,2013,202-224-2742,https://www.markey.senate.gov,255 Dirksen Senate Office Building,SenMarkey,https://youtube.com/RepMarkey,EdJMarkey,7/11/46,MA
N00047871,Melanie Stansbury,Stansbury,D,NM01,F,2021,,,,,,,,NM
N00049142,Gabe Vasquez,Vasquez,D,NM02,M,2022,,,,,,,,NM
N00044559,Teresa Leger Fernandez,Fernandez,D,NM03,F,2020,202225-6190,https://fernandez.house.gov/,"1432 Longworth House Office Building Washington, DC  20515",@RepTeresaLF,,,7/1/59,NM
N00029835,Martin Heinrich,Heinrich,D,NMS1,M,2012,202-224-5521,https://www.heinrich.senate.gov,303 Hart Senate Office Building,MartinHeinrich,https://youtube.com/SenMartinHeinrich,MartinHeinrich,10/17/71,NM
N00029562,Ben Ray Lujan,Lujan,D,NMS2,M,2020,202-225-6190,https://lujan.house.gov,2231 Rayburn House Office Building,RepBenRayLujan,https://youtube.com/Repbenraylujan,RepBenRayLujan,6/7/72,NM
N00049197,Harriet Hageman,Hageman,R,WY01,F,2022,,,,,,,,WY
N00006236,John Barrasso,Barrasso,R,WYS1,M,2007,202-224-6441,https://www.barrasso.senate.gov,307 Dirksen Senate Office Building,SenJohnBarrasso,https://youtube.com/barrassowyo,johnbarrasso,7/21/52,WY
N00029788,Cynthia Lummis,Lummis,R,WYS2,F,2020,202-225-2311,http://lummis.house.gov,2433 Rayburn House Office Building,CynthiaLummis,http://youtube.com/CynthiaLummis,,9/10/54,WY
N00049718,Greg Landsman,Landsman,D,OH01,M,2022,,,,,,,,OH
