industry_code,industry_name,indivs,pacs,total,last_updated,cycle,cid
N15,Misc Manufacturing & Distributing,43340,38500,81840,03/20/2023,2022,N00035007
Q03,Leadership PACs,0,77400,77400,03/20/2023,2022,N00035007
Q01,Republican/Conservative,24510,47000,71510,03/20/2023,2022,N00035007
W06,Retired,1328416,0,1328416,03/20/2023,2022,N00035774
F07,Securities & Investment,993404,25500,1018904,03/20/2023,2022,N00035774
Q03,Leadership PACs,23567,493554,517121,03/20/2023,2022,N00035774
K01,Lawyers/Law Firms,270946,105375,376321,03/20/2023,2022,N00035774
E01,Oil & Gas,262197,113300,375497,03/20/2023,2022,N00035774
F10,Real Estate,337114,21000,358114,03/20/2023,2022,N00035774
M01,Air Transport,75179,147500,222679,03/20/2023,2022,N00035774
K02,Lobbyists,215285,2152,217437,03/20/2023,2022,N00035774
E11,Fisheries & Wildlife,147167,55200,202367,03/20/2023,2022,N00035774
M05,Sea Transport,84802,90000,174802,03/20/2023,2022,N00035774
W06,Retired,670771,0,670771,03/20/2023,2022,N00048953
Q01,Republican/Conservative,186166,49700,235866,03/20/2023,2022,N00048953
F10,Real Estate,170728,0,170728,03/20/2023,2022,N00048953
Q03,Leadership PACs,0,128200,128200,03/20/2023,2022,N00048953
F07,Securities & Investment,107145,0,107145,03/20/2023,2022,N00048953
Q16,Candidate Committees,0,39500,39500,03/20/2023,2022,N00048953
E01,Oil & Gas,33927,5000,38927,03/20/2023,2022,N00048953
H01,Health Professionals,36770,0,36770,03/20/2023,2022,N00048953
M02,Automotive,30397,0,30397,03/20/2023,2022,N00048953
H04,Pharmaceuticals/Health Products,27339,0,27339,03/20/2023,2022,N00048953
W06,Retired,297812,0,297812,03/20/2023,2022,N00041750
Q03,Leadership PACs,11900,260801,272701,03/20/2023,2022,N00041750
K01,Lawyers/Law Firms,237670,30000,267670,03/20/2023,2022,N00041750
F10,Real Estate,231041,25500,256541,03/20/2023,2022,N00041750
F07,Securities & Investment,147101,10000,157101,03/20/2023,2022,N00041750
H01,Health Professionals,120992,14000,134992,03/20/2023,2022,N00041750
N05,Business Services,101611,1000,102611,03/20/2023,2022,N00041750
Q16,Candidate Committees,3500,74001,77501,03/20/2023,2022,N00041750
F13,Misc Finance,71183,0,71183,03/20/2023,2022,N00041750
P03,Transportation Unions,0,70000,70000,03/20/2023,2022,N00041750
Q03,Leadership PACs,0,190200,190200,03/20/2023,2022,N00050649
W06,Retired,118033,0,118033,03/20/2023,2022,N00050649
A01,Crop Production & Basic Processing,20600,33000,53600,03/20/2023,2022,N00050649
Q16,Candidate Committees,0,51000,51000,03/20/2023,2022,N00050649
A07,Agricultural Services/Products,4700,44000,48700,03/20/2023,2022,N00050649
Q01,Republican/Conservative,2000,35500,37500,03/20/2023,2022,N00050649
A06,Livestock,25884,10000,35884,03/20/2023,2022,N00050649
F07,Securities & Investment,32750,0,32750,03/20/2023,2022,N00050649
F09,Insurance,13550,18000,31550,03/20/2023,2022,N00050649
M02,Automotive,6200,24500,30700,03/20/2023,2022,N00050649
F10,Real Estate,119861,14000,133861,03/20/2023,2022,N00046598
Q03,Leadership PACs,0,105640,105640,03/20/2023,2022,N00046598
Q10,Misc Issues,74800,5095,79895,03/20/2023,2022,N00046598
W06,Retired,70200,0,70200,03/20/2023,2022,N00046598
F07,Securities & Investment,51150,13500,64650,03/20/2023,2022,N00046598
K02,Lobbyists,55522,0,55522,03/20/2023,2022,N00046598
F09,Insurance,5800,49500,55300,03/20/2023,2022,N00046598
M01,Air Transport,6800,45000,51800,03/20/2023,2022,N00046598
F03,Commercial Banks,27600,19500,47100,03/20/2023,2022,N00046598
H04,Pharmaceuticals/Health Products,20750,22000,42750,03/20/2023,2022,N00046598
W06,Retired,3869030,0,3869030,03/20/2023,2022,N00038734
K01,Lawyers/Law Firms,2135342,79778,2215120,03/20/2023,2022,N00038734
F07,Securities & Investment,1751066,53000,1804066,03/20/2023,2022,N00038734
W04,Education,1571619,0,1571619,03/20/2023,2022,N00038734
Q08,Women's Issues,1168599,49644,1218243,03/20/2023,2022,N00038734
H01,Health Professionals,950792,78500,1029292,03/20/2023,2022,N00038734
F10,Real Estate,1014575,13000,1027575,03/20/2023,2022,N00038734
B02,TV/Movies/Music,738046,24565,762611,03/20/2023,2022,N00038734
N05,Business Services,667721,0,667721,03/20/2023,2022,N00038734
Q02,Democratic/Liberal,600107,41040,641147,03/20/2023,2022,N00038734
W06,Retired,485978,0,485978,03/20/2023,2022,N00043379
F07,Securities & Investment,185873,158000,343873,03/20/2023,2022,N00043379
F09,Insurance,47350,224900,272250,03/20/2023,2022,N00043379
F10,Real Estate,133050,84000,217050,03/20/2023,2022,N00043379
Q03,Leadership PACs,0,154500,154500,03/20/2023,2022,N00043379
F03,Commercial Banks,27250,121400,148650,03/20/2023,2022,N00043379
K01,Lawyers/Law Firms,78560,26715,105275,03/20/2023,2022,N00043379
N15,Misc Manufacturing & Distributing,44670,39000,83670,03/20/2023,2022,N00043379
Q01,Republican/Conservative,48397,26500,74897,03/20/2023,2022,N00043379
E01,Oil & Gas,19400,43500,62900,03/20/2023,2022,N00043379
Q03,Leadership PACs,0,100300,100300,03/20/2023,2022,N00042715
F10,Real Estate,28500,60000,88500,03/20/2023,2022,N00042715
F09,Insurance,3305,81000,84305,03/20/2023,2022,N00042715
F03,Commercial Banks,11500,53000,64500,03/20/2023,2022,N00042715
F06,Finance/Credit Companies,12450,45500,57950,03/20/2023,2022,N00042715
K02,Lobbyists,54400,3500,57900,03/20/2023,2022,N00042715
F13,Misc Finance,28750,20000,48750,03/20/2023,2022,N00042715
F07,Securities & Investment,21125,26000,47125,03/20/2023,2022,N00042715
E08,Electric Utilities,1000,40500,41500,03/20/2023,2022,N00042715
M02,Automotive,11400,27000,38400,03/20/2023,2022,N00042715
W06,Retired,71171,0,71171,03/20/2023,2022,N00035370
F10,Real Estate,35550,5000,40550,03/20/2023,2022,N00035370
F05,Credit Unions,16500,16000,32500,03/20/2023,2022,N00035370
Q03,Leadership PACs,0,32500,32500,03/20/2023,2022,N00035370
M03,Trucking,30660,1000,31660,03/20/2023,2022,N00035370
Q01,Republican/Conservative,18104,11000,29104,03/20/2023,2022,N00035370
C01,General Contractors,26150,2500,28650,03/20/2023,2022,N00035370
E01,Oil & Gas,18600,6000,24600,03/20/2023,2022,N00035370
N01,Food & Beverage,22550,1000,23550,03/20/2023,2022,N00035370
M02,Automotive,15700,6000,21700,03/20/2023,2022,N00035370
W06,Retired,6532620,0,6532620,03/20/2023,2022,N00000491
F07,Securities & Investment,2020500,89500,2110000,03/20/2023,2022,N00000491
F10,Real Estate,1120670,65250,1185920,03/20/2023,2022,N00000491
K01,Lawyers/Law Firms,687125,121600,808725,03/20/2023,2022,N00000491
H01,Health Professionals,427619,259050,686669,03/20/2023,2022,N00000491
F09,Insurance,369610,273100,642710,03/20/2023,2022,N00000491
Q03,Leadership PACs,8500,568000,576500,03/20/2023,2022,N00000491
Q01,Republican/Conservative,408235,61150,469385,03/20/2023,2022,N00000491
E01,Oil & Gas,275271,123700,398971,03/20/2023,2022,N00000491
N15,Misc Manufacturing & Distributing,267400,76500,343900,03/20/2023,2022,N00000491
H01,Health Professionals,198546,0,198546,03/20/2023,2022,N00042649
W06,Retired,197168,0,197168,03/20/2023,2022,N00042649
W04,Education,105960,0,105960,03/20/2023,2022,N00042649
F10,Real Estate,93356,6000,99356,03/20/2023,2022,N00042649
K01,Lawyers/Law Firms,74868,0,74868,03/20/2023,2022,N00042649
B12,Electronics Mfg & Equip,53112,0,53112,03/20/2023,2022,N00042649
F07,Securities & Investment,53059,0,53059,03/20/2023,2022,N00042649
Q09,Human Rights,35076,10989,46065,03/20/2023,2022,N00042649
N01,Food & Beverage,39621,0,39621,03/20/2023,2022,N00042649
Q02,Democratic/Liberal,16846,17625,34471,03/20/2023,2022,N00042649
W06,Retired,648399,0,648399,03/20/2023,2022,N00050259
F10,Real Estate,149390,10000,159390,03/20/2023,2022,N00050259
Q01,Republican/Conservative,117188,12000,129188,03/20/2023,2022,N00050259
Q03,Leadership PACs,0,75299,75299,03/20/2023,2022,N00050259
H01,Health Professionals,64364,0,64364,03/20/2023,2022,N00050259
K01,Lawyers/Law Firms,55083,0,55083,03/20/2023,2022,N00050259
F13,Misc Finance,48655,0,48655,03/20/2023,2022,N00050259
A01,Crop Production & Basic Processing,35150,2500,37650,03/20/2023,2022,N00050259
F09,Insurance,26525,9500,36025,03/20/2023,2022,N00050259
C03,Special Trade Contractors,34789,0,34789,03/20/2023,2022,N00050259
W06,Retired,1494907,0,1494907,03/20/2023,2022,N00001758
F07,Securities & Investment,523548,86250,609798,03/20/2023,2022,N00001758
Q03,Leadership PACs,0,448500,448500,03/20/2023,2022,N00001758
F09,Insurance,130305,224550,354855,03/20/2023,2022,N00001758
F10,Real Estate,245347,94500,339847,03/20/2023,2022,N00001758
H01,Health Professionals,74414,251900,326314,03/20/2023,2022,N00001758
K02,Lobbyists,275736,4500,280236,03/20/2023,2022,N00001758
K01,Lawyers/Law Firms,165639,90000,255639,03/20/2023,2022,N00001758
Q01,Republican/Conservative,154337,16400,170737,03/20/2023,2022,N00001758
N15,Misc Manufacturing & Distributing,87822,81500,169322,03/20/2023,2022,N00001758
W06,Retired,91570,0,91570,03/20/2023,2022,N00033932
K02,Lobbyists,87350,0,87350,03/20/2023,2022,N00033932
D02,Defense Electronics,7125,53000,60125,03/20/2023,2022,N00033932
F07,Securities & Investment,57110,1000,58110,03/20/2023,2022,N00033932
Q03,Leadership PACs,0,42200,42200,03/20/2023,2022,N00033932
E01,Oil & Gas,11200,27500,38700,03/20/2023,2022,N00033932
M01,Air Transport,500,32500,33000,03/20/2023,2022,N00033932
D03,Misc Defense,6050,25000,31050,03/20/2023,2022,N00033932
K01,Lawyers/Law Firms,22420,8250,30670,03/20/2023,2022,N00033932
H03,Health Services/HMOs,3800,25000,28800,03/20/2023,2022,N00033932
W06,Retired,143750,0,143750,03/20/2023,2022,N00006023
H01,Health Professionals,14900,111250,126150,03/20/2023,2022,N00006023
K01,Lawyers/Law Firms,102489,17500,119989,03/20/2023,2022,N00006023
F10,Real Estate,52150,25000,77150,03/20/2023,2022,N00006023
P02,Industrial Unions,258,52500,52758,03/20/2023,2022,N00006023
P04,Public Sector Unions,0,45500,45500,03/20/2023,2022,N00006023
P01,Building Trade Unions,0,42500,42500,03/20/2023,2022,N00006023
Q02,Democratic/Liberal,34500,5000,39500,03/20/2023,2022,N00006023
F07,Securities & Investment,30520,2500,33020,03/20/2023,2022,N00006023
P05,Misc Unions,0,22500,22500,03/20/2023,2022,N00006023
P03,Transportation Unions,0,22500,22500,03/20/2023,2022,N00006023
W06,Retired,284364,0,284364,03/20/2023,2022,N00049734
Q03,Leadership PACs,2900,164000,166900,03/20/2023,2022,N00049734
P01,Building Trade Unions,0,87000,87000,03/20/2023,2022,N00049734
W03,Civil Servants/Public Officials,80037,0,80037,03/20/2023,2022,N00049734
Q02,Democratic/Liberal,17425,62000,79425,03/20/2023,2022,N00049734
K01,Lawyers/Law Firms,59830,14000,73830,03/20/2023,2022,N00049734
Q16,Candidate Committees,10,66422,66432,03/20/2023,2022,N00049734
P04,Public Sector Unions,1250,62000,63250,03/20/2023,2022,N00049734
W04,Education,62246,0,62246,03/20/2023,2022,N00049734
P03,Transportation Unions,1710,55500,57210,03/20/2023,2022,N00049734
F07,Securities & Investment,43700,65000,108700,03/20/2023,2022,N00031857
F10,Real Estate,50050,30000,80050,03/20/2023,2022,N00031857
N03,Retail Sales,23050,44500,67550,03/20/2023,2022,N00031857
W06,Retired,66235,0,66235,03/20/2023,2022,N00031857
K02,Lobbyists,52938,1000,53938,03/20/2023,2022,N00031857
M01,Air Transport,3850,44500,48350,03/20/2023,2022,N00031857
F09,Insurance,3850,44000,47850,03/20/2023,2022,N00031857
B09,Telecom Services,0,47000,47000,03/20/2023,2022,N00031857
D03,Misc Defense,2500,41750,44250,03/20/2023,2022,N00031857
F03,Commercial Banks,16350,25000,41350,03/20/2023,2022,N00031857
A01,Crop Production & Basic Processing,25350,54500,79850,03/20/2023,2022,N00037003
D03,Misc Defense,11000,56500,67500,03/20/2023,2022,N00037003
K02,Lobbyists,49945,0,49945,03/20/2023,2022,N00037003
D01,Defense Aerospace,0,44000,44000,03/20/2023,2022,N00037003
Q03,Leadership PACs,0,39500,39500,03/20/2023,2022,N00037003
M02,Automotive,29700,9000,38700,03/20/2023,2022,N00037003
F03,Commercial Banks,4450,28000,32450,03/20/2023,2022,N00037003
A07,Agricultural Services/Products,600,29500,30100,03/20/2023,2022,N00037003
C05,Building Materials & Equipment,23300,6000,29300,03/20/2023,2022,N00037003
K01,Lawyers/Law Firms,13000,13500,26500,03/20/2023,2022,N00037003
Q03,Leadership PACs,0,66400,66400,03/20/2023,2022,N00039953
Q01,Republican/Conservative,46860,12250,59110,03/20/2023,2022,N00039953
A01,Crop Production & Basic Processing,17400,32000,49400,03/20/2023,2022,N00039953
W06,Retired,47450,0,47450,03/20/2023,2022,N00039953
E01,Oil & Gas,28000,18500,46500,03/20/2023,2022,N00039953
H03,Health Services/HMOs,23675,7500,31175,03/20/2023,2022,N00039953
H01,Health Professionals,27765,0,27765,03/20/2023,2022,N00039953
F10,Real Estate,16725,9000,25725,03/20/2023,2022,N00039953
C01,General Contractors,18515,2500,21015,03/20/2023,2022,N00039953
M05,Sea Transport,12700,7050,19750,03/20/2023,2022,N00039953
W06,Retired,6294825,0,6294825,03/20/2023,2022,N00009660
Q01,Republican/Conservative,5829612,10500,5840112,03/20/2023,2022,N00009660
F10,Real Estate,473003,55000,528003,03/20/2023,2022,N00009660
H01,Health Professionals,414044,95000,509044,03/20/2023,2022,N00009660
E01,Oil & Gas,202976,176700,379676,03/20/2023,2022,N00009660
F07,Securities & Investment,333873,37500,371373,03/20/2023,2022,N00009660
F09,Insurance,160028,100000,260028,03/20/2023,2022,N00009660
K01,Lawyers/Law Firms,160317,31000,191317,03/20/2023,2022,N00009660
K02,Lobbyists,160150,0,160150,03/20/2023,2022,N00009660
N15,Misc Manufacturing & Distributing,148517,5000,153517,03/20/2023,2022,N00009660
Q03,Leadership PACs,0,102954,102954,03/20/2023,2022,N00047264
F10,Real Estate,55800,16000,71800,03/20/2023,2022,N00047264
W06,Retired,47150,0,47150,03/20/2023,2022,N00047264
F07,Securities & Investment,45975,0,45975,03/20/2023,2022,N00047264
K01,Lawyers/Law Firms,25800,200,26000,03/20/2023,2022,N00047264
A01,Crop Production & Basic Processing,2500,21500,24000,03/20/2023,2022,N00047264
Q01,Republican/Conservative,21242,2000,23242,03/20/2023,2022,N00047264
H01,Health Professionals,18477,4500,22977,03/20/2023,2022,N00047264
E01,Oil & Gas,5800,16900,22700,03/20/2023,2022,N00047264
C01,General Contractors,17300,2500,19800,03/20/2023,2022,N00047264
H01,Health Professionals,764550,110500,875050,03/20/2023,2022,N00033240
K01,Lawyers/Law Firms,740445,21000,761445,03/20/2023,2022,N00033240
F07,Securities & Investment,363817,28000,391817,03/20/2023,2022,N00033240
W06,Retired,390848,0,390848,03/20/2023,2022,N00033240
W04,Education,220723,0,220723,03/20/2023,2022,N00033240
F10,Real Estate,205836,9000,214836,03/20/2023,2022,N00033240
B12,Electronics Mfg & Equip,138015,13090,151105,03/20/2023,2022,N00033240
N05,Business Services,129948,0,129948,03/20/2023,2022,N00033240
F09,Insurance,51438,73500,124938,03/20/2023,2022,N00033240
Q09,Human Rights,85965,16272,102237,03/20/2023,2022,N00033240
W06,Retired,1928524,0,1928524,03/20/2023,2022,N00031696
F07,Securities & Investment,737169,28000,765169,03/20/2023,2022,N00031696
Q01,Republican/Conservative,442674,88000,530674,03/20/2023,2022,N00031696
Q03,Leadership PACs,0,509600,509600,03/20/2023,2022,N00031696
F10,Real Estate,323763,45000,368763,03/20/2023,2022,N00031696
K01,Lawyers/Law Firms,276912,52000,328912,03/20/2023,2022,N00031696
E01,Oil & Gas,241929,69499,311428,03/20/2023,2022,N00031696
K02,Lobbyists,208795,0,208795,03/20/2023,2022,N00031696
H04,Pharmaceuticals/Health Products,74901,102250,177151,03/20/2023,2022,N00031696
N15,Misc Manufacturing & Distributing,161610,8300,169910,03/20/2023,2022,N00031696
P03,Transportation Unions,0,41500,41500,03/20/2023,2022,N00002260
P04,Public Sector Unions,0,13500,13500,03/20/2023,2022,N00002260
M01,Air Transport,1000,12000,13000,03/20/2023,2022,N00002260
K01,Lawyers/Law Firms,3790,7500,11290,03/20/2023,2022,N00002260
M04,Railroads,350,10000,10350,03/20/2023,2022,N00002260
K02,Lobbyists,8200,500,8700,03/20/2023,2022,N00002260
F10,Real Estate,0,7500,7500,03/20/2023,2022,N00002260
D01,Defense Aerospace,2900,4000,6900,03/20/2023,2022,N00002260
P02,Industrial Unions,0,6500,6500,03/20/2023,2022,N00002260
E08,Electric Utilities,0,6000,6000,03/20/2023,2022,N00002260
C04,Construction Services,0,6000,6000,03/20/2023,2022,N00002260
N13,Chemical & Related Manufacturing,0,6000,6000,03/20/2023,2022,N00002260
W06,Retired,40090,0,40090,03/20/2023,2022,N00027751
F07,Securities & Investment,21400,0,21400,03/20/2023,2022,N00027751
W04,Education,17374,0,17374,03/20/2023,2022,N00027751
H01,Health Professionals,15750,0,15750,03/20/2023,2022,N00027751
K01,Lawyers/Law Firms,10303,0,10303,03/20/2023,2022,N00027751
F10,Real Estate,8800,0,8800,03/20/2023,2022,N00027751
W02,Non-Profit Institutions,6310,0,6310,03/20/2023,2022,N00027751
F13,Misc Finance,5820,0,5820,03/20/2023,2022,N00027751
N01,Food & Beverage,5800,0,5800,03/20/2023,2022,N00027751
W08,For-Profit Education,3500,0,3500,03/20/2023,2022,N00027751
F07,Securities & Investment,369880,176200,546080,03/20/2023,2022,N00005282
Q03,Leadership PACs,4900,414143,419043,03/20/2023,2022,N00005282
W06,Retired,335435,0,335435,03/20/2023,2022,N00005282
F10,Real Estate,243101,87000,330101,03/20/2023,2022,N00005282
K02,Lobbyists,315678,1000,316678,03/20/2023,2022,N00005282
F09,Insurance,60953,190800,251753,03/20/2023,2022,N00005282
F03,Commercial Banks,147117,88500,235617,03/20/2023,2022,N00005282
E01,Oil & Gas,172064,63500,235564,03/20/2023,2022,N00005282
K01,Lawyers/Law Firms,144291,76500,220791,03/20/2023,2022,N00005282
H01,Health Professionals,63546,145000,208546,03/20/2023,2022,N00005282
K01,Lawyers/Law Firms,1399417,89500,1488917,03/20/2023,2022,N00004981
W06,Retired,1000457,0,1000457,03/20/2023,2022,N00004981
F07,Securities & Investment,371381,41000,412381,03/20/2023,2022,N00004981
H01,Health Professionals,268262,139000,407262,03/20/2023,2022,N00004981
F10,Real Estate,311785,43000,354785,03/20/2023,2022,N00004981
W04,Education,241943,5600,247543,03/20/2023,2022,N00004981
Q03,Leadership PACs,17800,201700,219500,03/20/2023,2022,N00004981
K02,Lobbyists,193388,2000,195388,03/20/2023,2022,N00004981
Q10,Misc Issues,173928,21000,194928,03/20/2023,2022,N00004981
N05,Business Services,153097,10000,163097,03/20/2023,2022,N00004981
W06,Retired,139905,0,139905,03/20/2023,2022,N00042056
Q01,Republican/Conservative,53001,13602,66603,03/20/2023,2022,N00042056
Q03,Leadership PACs,0,63900,63900,03/20/2023,2022,N00042056
H01,Health Professionals,14090,29500,43590,03/20/2023,2022,N00042056
E01,Oil & Gas,2900,33500,36400,03/20/2023,2022,N00042056
F10,Real Estate,27200,9000,36200,03/20/2023,2022,N00042056
Q05,Pro-Israel,21650,11000,32650,03/20/2023,2022,N00042056
H04,Pharmaceuticals/Health Products,12600,19000,31600,03/20/2023,2022,N00042056
F07,Securities & Investment,30150,0,30150,03/20/2023,2022,N00042056
E08,Electric Utilities,2000,28000,30000,03/20/2023,2022,N00042056
F09,Insurance,19100,126500,145600,03/20/2023,2022,N00040133
F07,Securities & Investment,64019,63000,127019,03/20/2023,2022,N00040133
H04,Pharmaceuticals/Health Products,1750,94500,96250,03/20/2023,2022,N00040133
F10,Real Estate,12650,43000,55650,03/20/2023,2022,N00040133
K01,Lawyers/Law Firms,11090,31500,42590,03/20/2023,2022,N00040133
H03,Health Services/HMOs,2900,33000,35900,03/20/2023,2022,N00040133
H02,Hospitals/Nursing Homes,2900,31000,33900,03/20/2023,2022,N00040133
H01,Health Professionals,6550,25000,31550,03/20/2023,2022,N00040133
K02,Lobbyists,30150,1000,31150,03/20/2023,2022,N00040133
B12,Electronics Mfg & Equip,7300,19680,26980,03/20/2023,2022,N00040133
H01,Health Professionals,8710,92000,100710,03/20/2023,2022,N00037422
Q10,Misc Issues,95500,1000,96500,03/20/2023,2022,N00037422
K01,Lawyers/Law Firms,44728,24000,68728,03/20/2023,2022,N00037422
H03,Health Services/HMOs,1000,67500,68500,03/20/2023,2022,N00037422
F10,Real Estate,29583,29500,59083,03/20/2023,2022,N00037422
F07,Securities & Investment,39750,13000,52750,03/20/2023,2022,N00037422
F09,Insurance,0,44500,44500,03/20/2023,2022,N00037422
K02,Lobbyists,43350,500,43850,03/20/2023,2022,N00037422
P04,Public Sector Unions,0,41000,41000,03/20/2023,2022,N00037422
B09,Telecom Services,0,34500,34500,03/20/2023,2022,N00037422
Q01,Republican/Conservative,302749,21500,324249,03/20/2023,2022,N00042268
W06,Retired,245115,0,245115,03/20/2023,2022,N00042268
F07,Securities & Investment,198402,1500,199902,03/20/2023,2022,N00042268
E01,Oil & Gas,109194,22500,131694,03/20/2023,2022,N00042268
F10,Real Estate,88508,7000,95508,03/20/2023,2022,N00042268
K01,Lawyers/Law Firms,56877,11000,67877,03/20/2023,2022,N00042268
Q03,Leadership PACs,0,52400,52400,03/20/2023,2022,N00042268
C03,Special Trade Contractors,32165,6000,38165,03/20/2023,2022,N00042268
A06,Livestock,34105,3000,37105,03/20/2023,2022,N00042268
C04,Construction Services,27885,2500,30385,03/20/2023,2022,N00042268
F07,Securities & Investment,315305,192900,508205,03/20/2023,2022,N00035792
F09,Insurance,17700,287000,304700,03/20/2023,2022,N00035792
F03,Commercial Banks,67900,177500,245400,03/20/2023,2022,N00035792
F10,Real Estate,126386,99500,225886,03/20/2023,2022,N00035792
W06,Retired,208943,0,208943,03/20/2023,2022,N00035792
F13,Misc Finance,44100,59800,103900,03/20/2023,2022,N00035792
K01,Lawyers/Law Firms,72520,20500,93020,03/20/2023,2022,N00035792
K02,Lobbyists,85320,0,85320,03/20/2023,2022,N00035792
Q10,Misc Issues,75750,0,75750,03/20/2023,2022,N00035792
F06,Finance/Credit Companies,7800,66500,74300,03/20/2023,2022,N00035792
Q01,Republican/Conservative,269723,8250,277973,03/20/2023,2022,N00037185
W06,Retired,123048,0,123048,03/20/2023,2022,N00037185
Q03,Leadership PACs,0,97835,97835,03/20/2023,2022,N00037185
D03,Misc Defense,17335,59000,76335,03/20/2023,2022,N00037185
F10,Real Estate,38560,28000,66560,03/20/2023,2022,N00037185
K02,Lobbyists,60100,5500,65600,03/20/2023,2022,N00037185
F07,Securities & Investment,61470,500,61970,03/20/2023,2022,N00037185
H01,Health Professionals,26516,29000,55516,03/20/2023,2022,N00037185
D01,Defense Aerospace,4618,46000,50618,03/20/2023,2022,N00037185
N15,Misc Manufacturing & Distributing,45365,2500,47865,03/20/2023,2022,N00037185
E01,Oil & Gas,7300,72500,79800,03/20/2023,2022,N00042282
K01,Lawyers/Law Firms,41460,26500,67960,03/20/2023,2022,N00042282
F03,Commercial Banks,0,45000,45000,03/20/2023,2022,N00042282
F10,Real Estate,5900,39000,44900,03/20/2023,2022,N00042282
P01,Building Trade Unions,0,44000,44000,03/20/2023,2022,N00042282
P04,Public Sector Unions,0,42500,42500,03/20/2023,2022,N00042282
P02,Industrial Unions,0,41500,41500,03/20/2023,2022,N00042282
P03,Transportation Unions,0,38500,38500,03/20/2023,2022,N00042282
F09,Insurance,2500,28500,31000,03/20/2023,2022,N00042282
K02,Lobbyists,30600,0,30600,03/20/2023,2022,N00042282
H01,Health Professionals,118915,210000,328915,03/20/2023,2022,N00025219
E01,Oil & Gas,30600,41750,72350,03/20/2023,2022,N00025219
H04,Pharmaceuticals/Health Products,2545,69600,72145,03/20/2023,2022,N00025219
W06,Retired,70946,0,70946,03/20/2023,2022,N00025219
Q03,Leadership PACs,0,48900,48900,03/20/2023,2022,N00025219
H03,Health Services/HMOs,9105,37500,46605,03/20/2023,2022,N00025219
M02,Automotive,11150,28000,39150,03/20/2023,2022,N00025219
Q01,Republican/Conservative,14259,23000,37259,03/20/2023,2022,N00025219
F10,Real Estate,17760,18000,35760,03/20/2023,2022,N00025219
K01,Lawyers/Law Firms,18058,13000,31058,03/20/2023,2022,N00025219
W06,Retired,104661,0,104661,03/20/2023,2022,N00042296
Q01,Republican/Conservative,45580,21000,66580,03/20/2023,2022,N00042296
Q03,Leadership PACs,0,48500,48500,03/20/2023,2022,N00042296
F10,Real Estate,41269,6000,47269,03/20/2023,2022,N00042296
M02,Automotive,11550,15500,27050,03/20/2023,2022,N00042296
K02,Lobbyists,23342,0,23342,03/20/2023,2022,N00042296
B09,Telecom Services,1500,21000,22500,03/20/2023,2022,N00042296
E08,Electric Utilities,500,20000,20500,03/20/2023,2022,N00042296
E01,Oil & Gas,13100,7000,20100,03/20/2023,2022,N00042296
A01,Crop Production & Basic Processing,6602,12500,19102,03/20/2023,2022,N00042296
H01,Health Professionals,63631,67000,130631,03/20/2023,2022,N00030600
F10,Real Estate,42186,38000,80186,03/20/2023,2022,N00030600
W06,Retired,71375,0,71375,03/20/2023,2022,N00030600
F09,Insurance,8925,48500,57425,03/20/2023,2022,N00030600
P04,Public Sector Unions,0,49000,49000,03/20/2023,2022,N00030600
K01,Lawyers/Law Firms,32822,12500,45322,03/20/2023,2022,N00030600
P01,Building Trade Unions,0,42500,42500,03/20/2023,2022,N00030600
P05,Misc Unions,0,34500,34500,03/20/2023,2022,N00030600
P02,Industrial Unions,0,29900,29900,03/20/2023,2022,N00030600
F07,Securities & Investment,12600,16000,28600,03/20/2023,2022,N00030600
A01,Crop Production & Basic Processing,64050,35500,99550,03/20/2023,2022,N00038260
W06,Retired,85826,0,85826,03/20/2023,2022,N00038260
K01,Lawyers/Law Firms,51750,27900,79650,03/20/2023,2022,N00038260
H01,Health Professionals,59572,18000,77572,03/20/2023,2022,N00038260
Q03,Leadership PACs,0,61000,61000,03/20/2023,2022,N00038260
P04,Public Sector Unions,0,54500,54500,03/20/2023,2022,N00038260
K02,Lobbyists,46600,0,46600,03/20/2023,2022,N00038260
M02,Automotive,15600,25000,40600,03/20/2023,2022,N00038260
H04,Pharmaceuticals/Health Products,502,33000,33502,03/20/2023,2022,N00038260
C05,Building Materials & Equipment,7500,24000,31500,03/20/2023,2022,N00038260
Q10,Misc Issues,43000,3000,46000,03/20/2023,2022,N00028073
P04,Public Sector Unions,0,25500,25500,03/20/2023,2022,N00028073
N02,"Beer, Wine & Liquor",1000,11041,12041,03/20/2023,2022,N00028073
F10,Real Estate,7300,2000,9300,03/20/2023,2022,N00028073
K01,Lawyers/Law Firms,2000,6000,8000,03/20/2023,2022,N00028073
N07,Casinos/Gambling,2900,5000,7900,03/20/2023,2022,N00028073
P03,Transportation Unions,0,7500,7500,03/20/2023,2022,N00028073
P02,Industrial Unions,0,6000,6000,03/20/2023,2022,N00028073
K02,Lobbyists,6000,0,6000,03/20/2023,2022,N00028073
M02,Automotive,0,6000,6000,03/20/2023,2022,N00028073
F07,Securities & Investment,758285,186750,945035,03/20/2023,2022,N00004572
W06,Retired,879091,0,879091,03/20/2023,2022,N00004572
K02,Lobbyists,443061,5000,448061,03/20/2023,2022,N00004572
Q03,Leadership PACs,0,440500,440500,03/20/2023,2022,N00004572
F10,Real Estate,328726,88500,417226,03/20/2023,2022,N00004572
F09,Insurance,98678,254400,353078,03/20/2023,2022,N00004572
