cid,firstlast,lastname,party,office,gender,first_elected,exit_code,comments,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,feccandid,twitter_id,youtube_url,facebook_id,birthdate,state
N00033591,Scott Peters,Peters,D,CA50,M,2012,0,,202-225-0508,202-225-2558,http://scottpeters.house.gov,https://scottpeters.house.gov/contact/email-me,1122 Longworth House Office Building,P000608,70351,H2CA52089,RepScottPeters,,RepScottPeters,1958-06-17,CA
N00042081,Sara Jacobs,Jacobs,D,CA51,F,2020,0,,202225-2040,202225-2948,https://sarajacobs.house.gov/,,"1232 Longworth HOB Washington, DC 20515",J000305,,,@RepSaraJacobs,,,02/01/89,CA
N00007021,Juan Vargas,Vargas,D,CA52,M,2012,0,,202-225-8045,202-225-9073,http://vargas.house.gov,https://vargas.house.gov/contact,1605 Longworth House Office Building,V000130,29100,H2CA50026,RepJuanVargas,https://youtube.com/RepJuanVargas,RepJuanVargas,1961-03-07,CA
N00047888,Alex Padilla,Padilla,D,CAS1,M,2021,0,,202224- 3553,202224-2200,https://www.padilla.senate.gov/,,"Russell Senate Office Building Suite B03 Washington, DC 20510",P000145,,,@SenAlexPadilla,,,03/22/73,CA
N00007364,Dianne Feinstein,Feinstein,D,CAS2,F,1992,4,Retiring at end of 118th Congress,202-224-3841,202-228-3954,https://www.feinstein.senate.gov,https://www.feinstein.senate.gov/public/index.cfm/e-mail-me,331 Hart Senate Office Building,F000062,53273,S0CA00199,SenFeinstein,https://youtube.com/SenatorFeinstein,senatorfeinstein,1933-06-22,CA
N00041335,Russ Fulcher,Fulcher,R,ID01,M,2018,0,,202-225-6611,,https://fulcher.house.gov/,,1520 Longworth House Office Building,F000469,,H8ID01124,RepRussFulcher,,,1973-07-19,ID
N00006263,Mike Simpson,Simpson,R,ID02,M,1998,0,,202-225-5531,202-225-8216,http://simpson.house.gov,http://simpson.house.gov/contact/,2084 Rayburn House Office Building,S001148,2917,H8ID02064,CongMikeSimpson,https://youtube.com/CongMikeSimpson,96007744606,1950-09-08,ID
N00029441,James E Risch,Risch,R,IDS1,M,2008,0,,202-224-2752,202-224-2573,https://www.risch.senate.gov,http://www.risch.senate.gov/public/index.cfm?p=Email,483 Russell Senate Office Building,R000584,2919,S8ID00092,SenatorRisch,https://youtube.com/SenatorJamesRisch,SenatorJimRisch,1943-05-03,ID
N00006267,Mike Crapo,Crapo,R,IDS2,M,1998,0,,202-224-6142,202-228-1375,https://www.crapo.senate.gov,http://www.crapo.senate.gov/contact/email.cfm,239 Dirksen Senate Office Building,C000880,26830,S8ID00027,MikeCrapo,https://youtube.com/senatorcrapo,mikecrapo,1951-05-20,ID
N00038260,James Comer,Comer,R,KY01,M,2016,0,,202-225-3115,,https://comer.house.gov,,1513 Longworth House Office Building,C001108,,H6KY01110,KYComer,,congressmancomer,1972-08-19,KY
N00029675,Brett Guthrie,Guthrie,R,KY02,M,2008,0,,202-225-3501,202-226-2019,https://guthrie.house.gov,http://brettguthrieforms.house.gov/contact/,2434 Rayburn House Office Building,G000558,18829,H8KY02031,RepGuthrie,https://youtube.com/BrettGuthrie,CongressmanGuthrie,1964-02-18,KY
N00049295,Morgan McGarvey,McGarvey,D,KY03,M,2022,0,,,,,,,M001220,,H2KY03206,,,,,KY
N00034041,Thomas Massie,Massie,R,KY04,M,2012,0,,202-225-3465,202-225-0003,https://massie.house.gov,http://massieforms.house.gov/contact/,2453 Rayburn House Office Building,M001184,132068,H2KY04121,RepThomasMassie,https://youtube.com/repthomasmassie,RepThomasMassie,1971-01-13,KY
N00003473,Hal Rogers,Rogers,R,KY05,M,1980,0,,202-225-4601,202-225-0940,http://halrogers.house.gov,https://halrogers.house.gov/contact/contactform.htm,2406 Rayburn House Office Building,R000395,26875,H0KY05015,RepHalRogers,https://youtube.com/RepHalRogers,CongressmanHalRogers,1937-12-31,KY
N00031233,Andy Barr,Barr,R,KY06,M,2012,0,,202-225-4706,,https://barr.house.gov,https://barr.house.gov/contact/email-me,1427 Longworth House Office Building,B001282,117290,H0KY06104,RepAndyBarr,https://youtube.com/RepAndyBarr,RepAndyBarr,1973-07-24,KY
N00003389,Mitch McConnell,Mcconnell,R,KYS1,M,1984,0,,202-224-2541,202-224-2499,https://www.mcconnell.senate.gov,http://www.mcconnell.senate.gov/public/index.cfm?p=contact,317 Russell Senate Office Building,M000355,53298,S2KY00012,McConnellPress,,mitchmcconnell,1942-02-20,KY
N00030836,Rand Paul,Paul,R,KYS2,M,2010,0,,202-224-4343,202-228-1373,https://www.paul.senate.gov,https://www.paul.senate.gov/connect/email-rand,167 Russell Senate Office Building,P000603,117285,S0KY00156,SenRandPaul,https://youtube.com/SenatorRandPaul,SenatorRandPaul,1963-01-07,KY
N00039503,Matt Gaetz,Gaetz,R,FL01,M,2016,0,,202-225-4136,,https://gaetz.house.gov,,507 Cannon House Office Building,G000578,,H6FL01119,RepMattGaetz,,CongressmanMattGaetz,1982-05-07,FL
N00037442,Neal Dunn,Dunn,R,FL02,M,2016,0,,202-225-5235,,https://dunn.house.gov,,423 Cannon House Office Building,D000628,,H6FL02208,drnealdunnfl2,,drnealdunnfl2,1953-02-16,FL
N00045978,Kat Cammack,Cammack,R,FL03,F,2020,0,,202225-5744,202225-3973,https://cammack.house.gov/,,"1626 Longworth House Office Building Washington, DC  20515",C001039,,,@RepKatCammack,,RepKatCammack,02/16/88,FL
N00051369,Aaron Bean,Bean,R,FL04,M,2022,0,,,,,,,,,,,,,,FL
N00039777,John Rutherford,Rutherford,R,FL05,M,2016,0,,202-225-2501,,https://rutherford.house.gov,,230 Cannon House Office Building,R000609,,H6FL04105,RepRutherfordFL,,RepRutherfordFL,1952-09-02,FL
N00042403,Michael Waltz,Waltz,R,FL06,M,2018,0,,202-225-2706,,https://waltz.house.gov/,,216 Cannon House Office Building,W000823,,H8FL06148,,,,1974-01-31,FL
N00048179,Cory Mills,Mills,R,FL07,M,2022,0,,,,,,,M001216,,H2FL07156,,,,,FL
N00029662,Bill Posey,Posey,R,FL08,M,2008,0,,202-225-3671,202-225-3516,http://posey.house.gov,https://posey.house.gov/forms/writeyourrep/,2150 Rayburn House Office Building,P000599,24280,H8FL15107,CongBillPosey,https://youtube.com/CongressmanPosey,bill.posey15,1947-12-18,FL
N00037422,Darren Soto,Soto,D,FL09,M,2016,0,,202-225-9889,,https://soto.house.gov,,1429 Longworth House Office Building,S001200,,H6FL09179,RepDarrenSoto,,CongressmanDarrenSoto,1978-02-25,FL
N00049075,Maxwell Frost,Frost,D,FL10,M,2022,0,,,,,,,F000476,,H2FL10259,,,,,FL
N00026335,Daniel Webster,Webster,R,FL11,M,2010,0,,202-225-1002,202-225-0999,http://webster.house.gov,https://webster.house.gov/contact/contactform.htm,1210 Longworth House Office Building,W000806,24302,H0FL08208,RepWebster,https://youtube.com/repdanwebster,RepWebster,1949-04-27,FL
N00027462,Gus Bilirakis,Bilirakis,R,FL12,M,2006,0,,202-225-5755,202-225-4085,https://bilirakis.house.gov,https://bilirakis.house.gov/email-congressman-bilirakis/,2112 Rayburn House Office Building,B001257,17318,H6FL09070,RepGusBilirakis,https://youtube.com/RepGusBilirakis,GusBilirakis,1963-02-08,FL
N00045228,Anna Paulina Luna,Luna,R,FL13,F,2022,0,,,,,,,L000596,,H0FL13158,,,,,FL
N00027514,Kathy Castor,Castor,D,FL14,F,2006,0,,202-225-3376,202-225-5652,http://castor.house.gov,https://castor.house.gov/contact/contactform.htm,2052 Rayburn House Office Building,C001066,53825,H6FL11126,USRepKCastor,https://youtube.com/RepKathyCastor,USRepKathyCastor,1966-08-20,FL
N00051178,Laurel Lee,Lee,R,FL15,F,2022,0,,,,,,,,,,,,,,FL
N00027626,Vernon Buchanan,Buchanan,R,FL16,M,2006,0,,202-225-5015,202-226-0828,https://buchanan.house.gov,https://buchanan.house.gov/email-me,2104 Rayburn House Office Building,B001260,66247,H6FL13148,VernBuchanan,https://youtube.com/vernbuchanan,CongressmanBuchanan,1951-05-08,FL
N00042808,Greg Steube,Steube,R,FL17,M,2018,0,,202-225-5792,,https://steube.house.gov/,,521 Cannon House Office Building,S001214,,H8FL17053,,,,1978-05-19,FL
N00046760,Scott Franklin,Franklin,R,FL18,M,2020,0,,202225-1252,202226-0585,https://franklin.house.gov/,,"1517 Longworth House Office Building, Washington, DC 20515",F000472,,,@RepFranklin,,RepFranklin,08/23/64,FL
N00034016,Byron Donalds,Donalds,R,FL19,M,2020,0,,202225-2536,,https://donalds.house.gov/,,"523 Cannon HOB Washington, DC 20515",D000032,,,@RepDonaldsPress,,RepDonaldsPress,10/28/78,FL
N00043504,Sheila Cherfilus-McCormick,Cherfilus-McCormick,D,FL20,F,2022,0,,,,,,,,,,,,,,FL
N00037269,Brian Mast,Mast,R,FL21,M,2016,0,,202-225-3026,,https://mast.house.gov,,2182 Rayburn House Office Building,M001199,,H6FL18097,repbrianmast,,repbrianmast,1980-07-10,FL
N00002893,Lois Frankel,Frankel,D,FL22,F,2012,0,,202-225-9890,561-998-9048,http://frankel.house.gov,https://frankel.house.gov/contact/email-me,1037 Longworth House Office Building,F000462,8102,H2FL14053,RepLoisFrankel,https://youtube.com/reploisfrankel,RepLoisFrankel,1948-05-16,FL
N00050596,Jared Moskowitz,Moskowitz,D,FL23,M,2022,0,,,,,,,,,,,,,,FL
N00030650,Frederica Wilson,Wilson,D,FL24,F,2010,0,,202-225-4506,202-226-0777,https://wilson.house.gov,https://wilsonforms.house.gov/contact-form,2445 Rayburn House Office Building,W000808,17319,H0FL17068,RepWilson,https://youtube.com/repfredericawilson,RepWilson,1942-11-05,FL
N00026106,Debbie Wasserman Schultz,Schultz,D,FL25,F,2004,0,,202-225-7931,202-226-2052,https://wassermanschultz.house.gov,http://wassermanschultz.house.gov/contact/email-me.shtml,1114 Longworth House Office Building,W000797,24301,H4FL20023,RepDWStweets,https://youtube.com/RepWassermanSchultz,RepDWS,1966-09-27,FL
N00025337,Mario Diaz-Balart,Diaz-Balart,R,FL26,M,2002,0,,202-225-4211,202-225-8576,http://mariodiazbalart.house.gov,http://mariodiazbalart.house.gov/contact-mario/write-rep-diaz-balart,440 Cannon House Office Building,D000600,24312,H2FL25018,MarioDB,https://youtube.com/MarioDiazBalart,mdiazbalart,1961-09-25,FL
N00042810,Maria Salazar,Salazar,R,FL27,F,2020,0,,202225-3931,,https://salazar.house.gov/,,"1616 Longworth House Office Building Washington, DC  20515",S000168,182300,,@RepMariaSalazar,,,11/01/61,FL
N00046394,Carlos Gimenez,Gimenez,R,FL28,M,2020,0,,202225-2778,,https://gimenez.house.gov/,,"419 Cannon House Office Building Washington, DC  20515",G000593,81366,,@RepCarlos,,RepCarlosGimenez,01/17/54,FL
N00043290,Rick Scott,Scott,R,FLS1,M,2018,0,,,,,,,S001217,,,,,,1952-12-01,FL
N00030612,Marco Rubio,Rubio,R,FLS2,M,2010,0,,202-224-3041,202-228-0285,https://www.rubio.senate.gov,http://www.rubio.senate.gov/public/index.cfm/contact,284 Russell Senate Office Building,R000595,1601,S0FL00338,SenRubioPress,https://youtube.com/SenatorMarcoRubio,SenatorMarcoRubio,1971-05-28,FL
N00038779,Brian Fitzpatrick,Fitzpatrick,R,PA01,M,2016,0,,202-225-4276,,https://brianfitzpatrick.house.gov,,514 Cannon House Office Building,F000466,,H6PA08277,repbrianfitz,,repbrianfitzpatrick,1973-12-17,PA
N00035307,Brendan Boyle,Boyle,D,PA02,M,2014,0,,202-225-6111,202-226-0611,https://boyle.house.gov,,1133 Longworth House Office Building,B001296,,H4PA13199,RepBrendanBoyle,,CongressmanBoyle,1977-02-06,PA
N00038450,Dwight Evans,Evans,D,PA03,M,2016,0,,202-225-4001,,https://evans.house.gov,,1105 Longworth House Office Building,E000296,,H6PA02171,RepDwightEvans,,RepDwightEvans,1954-05-16,PA
N00042894,Madeleine Dean,Dean,D,PA04,F,2018,0,,202-225-4731,,https://dean.house.gov/,,129 Cannon House Office Building,D000631,,H8PA04116,,,,1959-06-06,PA
N00042706,Mary Gay Scanlon,Scanlon,D,PA05,F,2018,0,,202-225-2011,,https://scanlon.house.gov,,1535 Longworth House Office Building,S001205,,H8PA07200,,,,1959-08-30,PA
N00040949,Chrissy Houlahan,Houlahan,D,PA06,F,2018,0,,202-225-4315,,https://houlahan.house.gov/,,1218 Longworth House Office Building,H001085,,H8PA06087,RepHoulahan,,,1967-06-05,PA
N00041997,Susan Wild,Wild,D,PA07,F,2018,0,,202-225-6411,,https://wild.house.gov,,1607 Longworth House Office Building,W000826,,H8PA15229,RepSusanWild,,,1957-06-07,PA
N00034128,Matt Cartwright,Cartwright,D,PA08,M,2012,0,,202-225-5546,570-341-1055,http://cartwright.house.gov,https://cartwrightforms.house.gov/forms/writeyourrep/,1034 Longworth House Office Building,C001090,136236,H2PA17079,RepCartwright,,CongressmanMattCartwright,1961-05-01,PA
N00029416,Dan Meuser,Meuser,R,PA09,M,2018,0,,202-225-6511,,https://meuser.house.gov/,,326 Cannon House Office Building,M001204,,H8PA10147,RepMeuser,,,1964-02-10,PA
N00034120,Scott Perry,Perry,R,PA10,M,2012,0,,202-225-5836,202-226-1000,http://perry.house.gov,http://perryforms.house.gov/forms/writeyourrep/,1207 Longworth House Office Building,P000605,59980,H2PA04135,RepScottPerry,https://youtube.com/RepScottPerry,Rep.ScottPerry,1962-05-27,PA
N00038781,Lloyd Smucker,Smucker,R,PA11,M,2016,0,,202-225-2411,,https://smucker.house.gov,,516 Cannon House Office Building,S001199,,H6PA16320,RepSmucker,,RepSmucker,1964-01-23,PA
N00049757,Summer Lee,Lee,D,PA12,F,2022,0,,,,,,,L000602,,H2PA18200,,,,,PA
N00043242,John Joyce,Joyce,R,PA13,M,2018,0,,202-225-2431,,https://johnjoyce.house.gov/,,1337 Longworth House Office Building,J000302,,H8PA13125,,,,1957-02-08,PA
N00041871,Guy Reschenthaler,Reschenthaler,R,PA14,M,2018,0,,202-225-2065,,https://reschenthaler.house.gov/,,531 Cannon House Office Building,R000610,,H8PA18199,,,,1983-04-17,PA
N00029736,Glenn Thompson,Thompson,R,PA15,M,2008,0,,202-225-5121,202-225-5796,http://thompson.house.gov,https://thompson.house.gov/contact-me/email-me,124 Cannon House Office Building,T000467,24046,H8PA05071,CongressmanGT,https://youtube.com/CongressmanGT,CongressmanGT,1959-07-27,PA
N00031647,Mike Kelly,Kelly,R,PA16,M,2010,0,,202-225-5406,202-225-3103,http://kelly.house.gov,https://kelly.house.gov/contact-me/email-me,1707 Longworth House Office Building,K000376,119463,H0PA03271,MikeKellyPA,https://youtube.com/repmikekelly,MikeKellyPA,1948-05-10,PA
N00049160,Christopher Deluzio,Deluzio,D,PA17,M,2022,0,,,,,,,D000530,,H2PA17103,,,,,PA
N00038201,John Fetterman,Fetterman,D,PAS1,M,2022,0,,,,,,,F000479,,S6PA00274,,,,,PA
N00027503,Bob Casey,Casey,D,PAS2,M,2006,0,,202-224-6324,202-228-0604,https://www.casey.senate.gov,https://www.casey.senate.gov/contact/,393 Russell Senate Office Building,C001070,2541,S6PA00217,SenBobCasey,https://youtube.com/SenatorBobCasey,SenatorBobCasey,1960-04-13,PA
N00032019,David Cicilline,Cicilline,D,RI01,M,2010,9,Resigned to become Pres of RIF,202-225-4911,202-225-3290,http://cicilline.house.gov,https://cicilline.house.gov/contact-me/email-me,2244 Rayburn House Office Building,C001084,7349,H0RI01073,RepCicilline,https://youtube.com/RepDavidCicilline,CongressmanDavidCicilline,1961-07-15,RI
N00052615,Gabe Amo,Amo,D,RI01,M,2023,0,Elected in special to replace Cicilline,,,,,,,,,,,,,RI
N00050458,Seth Magaziner,Magaziner,D,RI02,M,2022,0,,,,,,,M001223,,H2RI02184,,,,,RI
N00027533,Sheldon Whitehouse,Whitehouse,D,RIS1,M,2006,0,,202-224-2921,202-228-6362,https://www.whitehouse.senate.gov,http://www.whitehouse.senate.gov/contact,530 Hart Senate Office Building,W000802,2572,S6RI00221,SenWhitehouse,https://youtube.com/SenatorWhitehouse,SenatorWhitehouse,1955-10-20,RI
N00000362,Jack Reed,Reed,D,RIS2,M,1996,0,,202-224-4642,202-224-4680,https://www.reed.senate.gov,https://www.reed.senate.gov/contact/,728 Hart Senate Office Building,R000122,27060,S6RI00163,SenJackReed,https://youtube.com/SenatorReed,SenJackReed,1949-11-12,RI
N00038414,Lisa Blunt Rochester,Rochester,D,DE01,F,2016,15,Running for Senate,202-225-4165,,https://bluntrochester.house.gov,,1123 Longworth House Office Building,B001303,,S4DE00060,RepBRochester,,Rep.BluntRochester,1962-02-10,DE
N00012508,Tom Carper,Carper,D,DES1,M,2000,4,Retiring at end of 118th Congress,202-224-2441,202-228-2190,https://www.carper.senate.gov/public,http://www.carper.senate.gov/public/index.cfm/email-senator-carper,513 Hart Senate Office Building,C000174,22421,S8DE00079,SenatorCarper,https://youtube.com/senatorcarper,tomcarper,1947-01-23,DE
N00031820,Chris Coons,Coons,D,DES2,M,2010,0,,202-224-5042,202-228-3075,https://www.coons.senate.gov,https://www.coons.senate.gov/contact,127a Russell Senate Office Building,C001088,122834,S0DE00092,SenCoonsOffice,https://youtube.com/senatorchriscoons,senatorchriscoons,1963-09-09,DE
N00029495,Mariannette Miller-Meeks,Miller-Meeks,R,IA01,F,2020,0,,202225-6576,,https://millermeeks.house.gov/,,"1716 Longworth House Office Building, Washington, DC 20515",M001215,103294,,@RepMMM,,,09/06/55,IA
N00044521,Ashley Hinson,Hinson,R,IA02,F,2020,0,,202225-2911,,https://hinson.house.gov/,,"1429 Longworth House Office Building Washington, DC  20515",H001091,168783,,@RepAshleyHinson,,,06/27/83,IA
N00048870,Zach Nunn,Nunn,R,IA03,M,2022,0,,,,,,,N000193,,H2IA03119,,,,,IA
N00044011,Randy Feenstra,Feenstra,R,IA04,M,2020,0,,202225-4426,,https://feenstra.house.gov/,,"1440 Longworth House Office Building, Washington, DC 20515",F000446,103301,,@RepFeenstra,,RepFeenstra,01/14/69,IA
N00001758,Chuck Grassley,Grassley,R,IAS1,M,1980,0,,202-224-3744,202-224-6020,https://www.grassley.senate.gov,http://www.grassley.senate.gov/contact,135 Hart Senate Office Building,G000386,53293,S0IA00028,ChuckGrassley,https://youtube.com/senchuckgrassley,grassley,1933-09-17,IA
N00035483,Joni Ernst,Ernst,R,IAS2,F,2014,0,,202-224-3254,,https://www.ernst.senate.gov/public,https://www.ernst.senate.gov/public/index.cfm/contact,111 Russell Senate Office Building,E000295,,S4IA00129,SenJoniErnst,,senjoniernst,1970-07-01,IA
N00030743,Tracey Mann,Mann,R,KS01,M,2020,0,,202225-2715,,https://mann.house.gov/,,"522 Cannon House Office Building, Washington, DC 20515",M000871,,,@RepMann,,,12/17/76,KS
N00044232,Jake Laturner,Laturner,R,KS02,M,2020,0,,202225-6601,,https://laturner.house.gov/,,"1630 Longworth House Office Building Washington, DC  20515",L000266,,,@RepLaTurner,,,02/17/88,KS
N00042626,Sharice Davids,Davids,D,KS03,F,2018,0,,202-225-2865,,https://davids.house.gov/,,1541 Longworth House Office Building,D000629,,H8KS03155,RepDavids,,,1980-05-22,KS
N00040712,Ron Estes,Estes,R,KS04,M,2017,0,,,,https://estes.house.gov,,,E000298,,H8KS04112,RepRonEstes,,RepRonEstes,1956-07-19,KS
N00037034,Roger Marshall,Marshall,R,KSS1,M,2020,0,,202-225-2715,,https://marshall.house.gov,,312 Cannon House Office Building,M001198,,S0KS00315,rogermarshallmd,,rogermarshallmd,1960-08-09,KS
N00005282,Jerry Moran,Moran,R,KSS2,M,2010,0,,202-224-6521,202-228-6966,https://www.moran.senate.gov,https://www.moran.senate.gov/public/index.cfm/e-mail-jerry,521 Dirksen Senate Office Building,M000934,542,H6KS01096,JerryMoran,https://youtube.com/senatorjerrymoran,jerrymoran,1954-05-29,KS
N00050105,Jonathan Jackson,Jackson,D,IL01,M,2022,0,,,,,,,J000309,,H2IL01349,,,,,IL
N00035215,Robin Kelly,Kelly,D,IL02,F,2013,0,,202-225-0773,202-225-4583,https://robinkelly.house.gov,https://robinkelly.house.gov/contact/email-me,1239 Longworth House Office Building,K000385,33384,H2IL02172,RepRobinKelly,,reprobinkelly,1956-04-30,IL
N00049548,Delia Ramirez,Ramirez,D,IL03,F,2022,0,,,,,,,R000617,,H2IL03162,,,,,IL
N00042114,Jesus Garcia,Garcia,D,IL04,M,2018,0,,202-225-8203,,https://jesusgarcia.house.gov/,,530 Cannon House Office Building,G000586,,H8IL04134,,,,1956-04-12,IL
N00030581,Mike Quigley,Quigley,D,IL05,M,2009,0,,202-225-4061,202-225-5603,https://quigley.house.gov,https://quigleyforms.house.gov/forms/writeyourrep/,2458 Rayburn House Office Building,Q000023,83310,H0IL05096,RepMikeQuigley,https://youtube.com/RepMikeQuigley,repmikequigley,1958-10-17,IL
N00041338,Sean Casten,Casten,D,IL06,M,2018,0,,202-225-4561,,https://casten.house.gov/,,429 Cannon House Office Building,C001117,,H8IL06139,,,,1971-11-23,IL
N00004884,Danny K Davis,Davis,D,IL07,M,1996,0,,202-225-5006,202-225-5641,https://davis.house.gov,https://davis.house.gov/email-me,2159 Rayburn House Office Building,D000096,233,H4IL07037,RepDannyDavis,https://youtube.com/dannykdavis07,280757931935749,1941-09-06,IL
N00033240,Raja Krishnamoorthi,Krishnamoorthi,D,IL08,M,2016,0,,202-225-3711,,https://krishnamoorthi.house.gov,,515 Cannon House Office Building,K000391,,H6IL08147,congressmanraja,,congressmanraja,1973-07-19,IL
N00004724,Jan Schakowsky,Schakowsky,D,IL09,F,1998,0,,202-225-2111,202-226-6890,https://schakowsky.house.gov,https://schakowsky.house.gov/write-to-congresswoman-jan-schakowsky,2367 Rayburn House Office Building,S001145,6387,H8IL09067,JanSchakowsky,https://youtube.com/repschakowsky,janschakowsky,1944-05-26,IL
N00033101,Brad Schneider,Schneider,D,IL10,M,2016,0,,202-225-4835,202-225-0837,https://schneider.house.gov,,1432 Longworth House Office Building,S001190,,H2IL10068,repschneider,,CongressmanBradSchneider,1961-08-20,IL
N00029139,Bill Foster,Foster,D,IL11,M,2012,0,,202-225-3515,202-225-9420,http://foster.house.gov,https://foster.house.gov/contact/email-me,1224 Longworth House Office Building,F000454,101632,H8IL14067,RepBillFoster,https://youtube.com/RepBillFoster,CongressmanBillFoster,1955-10-07,IL
N00035420,Mike Bost,Bost,R,IL12,M,2014,0,,202-225-5661,202-225-0285,https://bost.house.gov,,1440 Longworth House Office Building,B001295,,H4IL12060,RepBost,,RepBost,1960-12-30,IL
N00049102,Nikki Budzinski,Budzinski,D,IL13,F,2022,0,,,,,,,,,,,,,,IL
N00041569,Lauren A Underwood,Underwood,D,IL14,F,2018,0,,202-225-2976,,https://underwood.house.gov/,,1118 Longworth House Office Building,U000040,,H8IL14174,RepUnderwood,,,1986-10-04,IL
N00045703,Mary Miller,Miller,R,IL15,F,2020,0,,202225-5271,,https://marymiller.house.gov/,,"1529 Longworth House Office Building Washington, DC  20515",M001211,,,@RepMaryMiller,,,08/07/59,IL
N00037031,Darin LaHood,Lahood,R,IL16,M,2015,0,,202-225-6201,,https://lahood.house.gov,,1424 Longworth House Office Building,L000585,,H6IL18088,RepLaHood,,replahood,1968-07-05,IL
N00049558,Eric Sorensen,Sorensen,D,IL17,M,2022,0,,,,,,,S001225,,H2IL17147,,,,,IL
N00004981,Dick Durbin,Durbin,D,ILS1,M,1996,0,,202-224-2152,202-228-0400,https://www.durbin.senate.gov,https://www.durbin.senate.gov/contact/,711 Hart Senate Office Building,D000563,26847,S6IL00151,SenatorDurbin,https://youtube.com/SenatorDurbin,SenatorDurbin,1944-11-21,IL
N00027860,Tammy Duckworth,Duckworth,D,ILS2,F,2016,0,,202-224-2854,,https://www.duckworth.senate.gov,https://www.duckworth.senate.gov/content/contact-senator,524 Hart Senate Office Building,D000622,57442,H6IL06141,SenDuckworth,https://youtube.com/repduckworth,SenDuckworth,1968-03-12,IL
N00035670,Nancy Mace,Mace,R,SC01,F,2020,0,,202225-3176,,https://mace.house.gov/,,"212 Cannon House Office Building Washington, DC  20515",M000194,,,@RepNancyMace,,,12/04/77,SC
N00024809,Joe Wilson,Wilson,R,SC02,M,2001,0,,202-225-2452,202-225-2455,http://joewilson.house.gov,https://joewilson.house.gov/forms/writeyourrep/default.aspx,1436 Longworth House Office Building,W000795,3985,H2SC02059,RepJoeWilson,https://youtube.com/RepJoeWilson,JoeWilson,1947-07-31,SC
N00030752,Jeff Duncan,Duncan,R,SC03,M,2010,0,,202-225-5301,202-225-3216,http://jeffduncan.house.gov,https://jeffduncan.house.gov/contact-me/email-me,2229 Rayburn House Office Building,D000615,47967,H0SC03077,RepJeffDuncan,https://youtube.com/congjeffduncan,RepJeffDuncan,1966-01-07,SC
N00042715,William Timmons,Timmons,R,SC04,M,2018,0,,202-225-6030,,https://timmons.house.gov/,,313 Cannon House Office Building,T000480,,H8SC04250,RepTimmons,,,1984-04-30,SC
N00027783,Ralph Norman,Norman,R,SC05,M,2017,0,,,,https://norman.house.gov,,,N000190,,H8SC05158,RepRaphNorman,,RepRaphNorman,1953-06-20,SC
N00002408,James E Clyburn,Clyburn,D,SC06,M,1992,0,,202-225-3315,202-225-2313,http://clyburn.house.gov,https://clyburn.house.gov/contact-me/email-me,242 Cannon House Office Building,C000537,27066,H2SC02042,Clyburn,https://youtube.com/repjamesclyburn,jameseclyburn,1940-07-21,SC
N00049165,Russell Fry,Fry,R,SC07,M,2022,0,,,,,,,F000478,,H2SC07280,,,,,SC
N00031782,Tim Scott,Scott,R,SCS1,M,2013,17,Running for President,202-224-6121,202-225-3407,https://www.scott.senate.gov,https://www.scott.senate.gov/contact/email-me,717 Hart Senate Office Building,S001184,11940,H0SC01279,SenatorTimScott,https://youtube.com/SenatorTimScott,SenatorTimScott,1965-09-19,SC
N00009975,Lindsey Graham,Graham,R,SCS2,M,2002,0,,202-224-5972,202-224-3808,https://www.lgraham.senate.gov/public,https://www.lgraham.senate.gov/public/index.cfm/e-mail-senator-graham,290 Russell Senate Office Building,G000359,21992,S0SC00149,GrahamBlog,https://youtube.com/USSenLindseyGraham,USSenatorLindseyGraham,1955-07-09,SC
N00025882,Ed Case,Case,D,HI01,M,2018,0,,202-225-2726,,https://case.house.gov,,2443 Rayburn House Office Building,C001055,,H2HI02128,,,,1952-09-27,HI
N00051049,Jill Tokuda,Tokuda,D,HI02,F,2022,0,,,,,,,T000487,,H2HI02581,,,,,HI
N00028138,Brian Schatz,Schatz,D,HIS1,M,2012,0,,202-224-3934,202-228-1153,https://www.schatz.senate.gov,https://www.schatz.senate.gov/contact,722 Hart Senate Office Building,S001194,17852,S4HI00136,SenBrianSchatz,https://youtube.com/senbrianschatz,SenBrianSchatz,1972-10-20,HI
N00028139,Mazie K Hirono,Hirono,D,HIS2,F,2012,0,,202-224-6361,202-225-4987,https://www.hirono.senate.gov,https://www.hirono.senate.gov/contact,730 Hart Senate Office Building,H001042,1677,H6HI02251,MazieHirono,https://youtube.com/CongresswomanHirono,senatorhirono,1947-11-03,HI
N00045905,Frank Mrvan Jr,Mrvan,D,IN01,M,2020,0,,202225-2461,202225-2493,https://mrvan.house.gov/,,"1607 Longworth House Office Building Washington, DC  20515",M001214,,,@RepMrvan,,,04/16/69,IN
N00051733,Rudy Yakym,Yakym,R,IN02,M,2022,0,,,,,,,Y000067,,H2IN02295,,,,,IN
N00037185,Jim Banks,Banks,R,IN03,M,2016,15,Running for Senate,202-225-4436,,https://banks.house.gov,,509 Cannon House Office Building,B001299,,S4IN00196,RepJimBanks,,RepJimBanks,1979-07-16,IN
N00041954,Jim Baird,Baird,R,IN04,M,2018,0,,202-225-5037,,https://baird.house.gov/,,532 Cannon House Office Building,B001307,,H8IN04199,,,,1945-06-04,IN
