sector_name,sectorid,indivs,pacs,total,last_updated,cycle,cid
Construction,C,15548,6500,22048,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,375,0,375,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,22103,0,22103,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,73288,11000,84288,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,22275,9000,31275,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,17640,5500,23140,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,14824,41000,55824,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,34263,5000,39263,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,109093,48901,157994,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,176275,0,176275,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,10100,6000,16100,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,39100,71000,110100,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,28700,9000,37700,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,0,30000,30000,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,15250,29500,44750,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,350074,581500,931574,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,105000,37000,142000,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,191302,38500,229802,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,3650,83000,86650,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,97500,49000,146500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,0,99000,99000,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,241831,41012,282843,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,146210,0,146210,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,6850,10000,16850,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,117753,2500,120253,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,57805,8500,66305,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,7050,12000,19050,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,21360,2000,23360,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,420015,20300,440315,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,167008,43000,210008,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,349581,12000,361581,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,17450,5000,22450,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,172840,10600,183440,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,1110,242000,243110,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,245875,269118,514993,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,664352,0,664352,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,6925,10000,16925,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,21645,45700,67345,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,3425,16000,19425,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,500,5000,5500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,1705,8000,9705,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,61810,98500,160310,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,27797,46500,74297,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,247505,27096,274601,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,4380,31500,35880,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,26955,24000,50955,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,292,244000,244292,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,20100,103816,123916,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,163959,0,163959,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,10118,8500,18618,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,253399,0,253399,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,38326,4000,42326,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,5979,0,5979,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,17709,7000,24709,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,651378,28000,679378,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,263515,53500,317015,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,395641,11100,406741,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,13927,0,13927,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,222383,11000,233383,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,3293,166000,169293,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,578148,556962,1135110,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,1479341,7100,1486441,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,17476,121400,138876,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,9056,39000,48056,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,40820,49900,90720,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,68153,111600,179753,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,30400,47500,77900,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,96020,80000,176020,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,34971,16000,50971,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,64776,45000,109776,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,32163,46990,79153,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,61023,50500,111523,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,0,7000,7000,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,56450,74293,130743,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,82895,1000,83895,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,17900,5500,23400,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,135079,2500,137579,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,24806,2500,27306,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,3160,2500,5660,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,23150,1000,24150,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,190606,28800,219406,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,95110,35500,130610,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,208230,10000,218230,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,2250,5000,7250,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,76244,5000,81244,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,1325,135500,136825,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,196036,391899,587935,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,543187,0,543187,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,8227,500,8727,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,60829,0,60829,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,25031,5000,30031,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,33870,0,33870,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,26708,4500,31208,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,107806,15500,123306,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,81039,14000,95039,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,237924,19750,257674,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,3795,0,3795,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,149299,7500,156799,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,3650,216000,219650,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,284868,411033,695901,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,543278,4500,547778,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,20,2000,2020,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,284,29000,29284,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,0,10000,10000,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,0,8000,8000,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,0,16500,16500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,82454,456150,538604,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,13856,47500,61356,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,14934,22000,36934,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,3255,36500,39755,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,88495,54500,142995,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,0,129500,129500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,10310,38198,48508,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,44350,2000,46350,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,22050,571500,593550,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,500,63740,64240,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,500,15000,15500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,0,7000,7000,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,2000,66000,68000,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,40410,515700,556110,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,16550,78000,94550,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,30400,31749,62149,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,1500,31000,32500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,16650,106025,122675,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,0,129000,129000,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,136100,88912,225012,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,17850,2000,19850,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,500,2000,2500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,7136,0,7136,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,2750,2500,5250,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,0,3500,3500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,15000,6000,21000,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,43450,29000,72450,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,11000,7500,18500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,9760,6000,15760,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,16400,2500,18900,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,10005,2500,12505,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,0,1000,1000,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,13700,77900,91600,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,171261,0,171261,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,5975,21000,26975,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,7462,0,7462,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,11372,10000,21372,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,1566,0,1566,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,41401,6500,47901,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,43701,21500,65201,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,30396,9000,39396,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,1588,0,1588,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,35706,7500,43206,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,80,143500,143580,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,8698,28508,37206,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,64431,0,64431,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,5600,94500,100100,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,11900,53900,65800,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,1625,58000,59625,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,2900,34000,36900,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,22050,87750,109800,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,68245,566000,634245,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,139120,442500,581620,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,71020,55750,126770,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,8750,76997,85747,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,27207,126164,153371,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,450,84500,84950,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,13950,35290,49240,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,75763,1500,77263,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,21325,6000,27325,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,116571,141320,257891,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,19330,2000,21330,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,6565,0,6565,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,271084,39500,310584,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,23142,23000,46142,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,332816,37000,369816,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,9005,58500,67505,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,137764,36000,173764,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,736,145500,146236,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,64463,93172,157635,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,243639,1500,245139,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,0,20000,20000,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,22314,80000,102314,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,4125,33500,37625,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,0,10000,10000,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,750,15500,16250,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,64715,352941,417656,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,13804,171000,184804,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,136050,16250,152300,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,2500,43500,46000,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,13755,90336,104091,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,0,190400,190400,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,6050,42800,48850,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,41325,1000,42325,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,39568,3000,42568,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,16499,2500,18999,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,27696,23000,50696,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,256,2000,2256,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,24733,6500,31233,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,176229,12000,188229,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,23691,0,23691,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,17040,2000,19040,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,10303,24873,35176,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,80952,5000,85952,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,0,2000,2000,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,942363,131159,1073522,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,279382,0,279382,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,23330,32000,55330,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,32514,55590,88104,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,30312,30500,60812,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,5,15000,15005,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,7567,43000,50567,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,456215,469000,925215,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,127880,266500,394380,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,262131,20500,282631,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,10579,51500,62079,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,82630,129308,211938,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,250,167000,167250,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,206265,91328,297593,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,500450,3000,503450,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,50362,9300,59662,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,18848,7500,26348,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,85681,24500,110181,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,4248,2000,6248,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,326029,127500,453529,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,611952,47000,658952,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,71256,16000,87256,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,121251,14798,136049,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,44043,20000,64043,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,189343,47500,236843,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,0,6000,6000,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,369217,304764,673981,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,897879,0,897879,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,1300,2000,3300,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,27324,2500,29824,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,2000,2500,4500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,6700,3000,9700,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,40625,18000,58625,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,23399,12000,35399,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,11055,6500,17555,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,1025,0,1025,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,16300,5000,21300,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,0,56500,56500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,426205,143513,569718,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,182705,1000,183705,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,52350,116427,168777,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,28950,147310,176260,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,28850,41500,70350,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,0,6000,6000,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,84302,278000,362302,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,83350,184500,267850,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,27700,197000,224700,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,88400,26000,114400,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,30650,54000,84650,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,64400,101000,165400,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,0,21500,21500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,15950,160650,176600,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,85725,1000,86725,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,24821,0,24821,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,160289,0,160289,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,22504,0,22504,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,5669,0,5669,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,13176,0,13176,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,196620,5000,201620,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,121581,60500,182081,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,111188,0,111188,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,5333,0,5333,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,73345,0,73345,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,603,115500,116103,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,315181,395579,710760,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,651698,0,651698,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,58148,29050,87198,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,18660,36000,54660,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,9325,30000,39325,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,3378,7000,10378,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,69215,170500,239715,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,195929,92900,288829,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,33572,28500,62072,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,104312,22500,126812,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,17190,48500,65690,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,75568,64500,140068,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,388767,381450,770217,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,228355,0,228355,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,47705,231500,279205,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,200081,88100,288181,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,46383,32000,78383,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,1250,13000,14250,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,40541,106000,146541,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,757717,172800,930517,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,271467,257750,529217,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,348978,31468,380446,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,27966,42000,69966,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,242646,97000,339646,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,2850,266500,269350,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,595873,739533,1335406,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,1305114,-1000,1304114,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,3293,34615,37908,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,2120,0,2120,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,29600,34500,64100,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,500,5000,5500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,22450,55000,77450,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,70750,20000,90750,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,22350,8000,30350,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,23100,3000,26100,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,17280,50400,67680,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,45700,12500,58200,03/20/2023,2022,ALL_CANDIDATES_SECTORS
