sector_name,sectorid,indivs,pacs,total,last_updated,cycle,cid
Ideology/Single-Issue,Q,11650,64400,76050,06/10/2019,2018,N00025219
Other,W,60775,0,60775,06/10/2019,2018,N00025219
Agribusiness,A,10237,36700,46937,06/10/2019,2018,N00042296
Communic/Electronics,B,32399,23000,55399,06/10/2019,2018,N00042296
Construction,C,13940,3500,17440,06/10/2019,2018,N00042296
Defense,D,500,3500,4000,06/10/2019,2018,N00042296
Energy/Nat Resource,E,16800,17500,34300,06/10/2019,2018,N00042296
Finance/Insur/RealEst,F,48683,40026,88709,06/10/2019,2018,N00042296
Health,H,36450,10000,46450,06/10/2019,2018,N00042296
Lawyers & Lobbyists,K,48635,4000,52635,06/10/2019,2018,N00042296
Transportation,M,11000,21000,32000,06/10/2019,2018,N00042296
Misc Business,N,36713,17500,54213,06/10/2019,2018,N00042296
Ideology/Single-Issue,Q,46235,105451,151686,06/10/2019,2018,N00042296
Other,W,158577,0,158577,06/10/2019,2018,N00042296
Agribusiness,A,1500,11150,12650,06/10/2019,2018,N00030600
Communic/Electronics,B,16859,61100,77959,06/10/2019,2018,N00030600
Construction,C,10738,19000,29738,06/10/2019,2018,N00030600
Defense,D,0,8000,8000,06/10/2019,2018,N00030600
Energy/Nat Resource,E,3507,9500,13007,06/10/2019,2018,N00030600
Finance/Insur/RealEst,F,101939,125000,226939,06/10/2019,2018,N00030600
Health,H,39462,96750,136212,06/10/2019,2018,N00030600
Lawyers & Lobbyists,K,54621,20000,74621,06/10/2019,2018,N00030600
Transportation,M,13650,11000,24650,06/10/2019,2018,N00030600
Misc Business,N,39760,34500,74260,06/10/2019,2018,N00030600
Labor,P,250,164800,165050,06/10/2019,2018,N00030600
Ideology/Single-Issue,Q,90829,23325,114154,06/10/2019,2018,N00030600
Other,W,52379,0,52379,06/10/2019,2018,N00030600
Agribusiness,A,43817,128250,172067,06/10/2019,2018,N00038260
Communic/Electronics,B,14700,15780,30480,06/10/2019,2018,N00038260
Construction,C,13750,31500,45250,06/10/2019,2018,N00038260
Defense,D,0,6000,6000,06/10/2019,2018,N00038260
Energy/Nat Resource,E,3250,28000,31250,06/10/2019,2018,N00038260
Finance/Insur/RealEst,F,17617,38000,55617,06/10/2019,2018,N00038260
Health,H,13900,29750,43650,06/10/2019,2018,N00038260
Lawyers & Lobbyists,K,28884,6250,35134,06/10/2019,2018,N00038260
Transportation,M,5000,46500,51500,06/10/2019,2018,N00038260
Misc Business,N,19014,52220,71234,06/10/2019,2018,N00038260
Labor,P,0,8000,8000,06/10/2019,2018,N00038260
Ideology/Single-Issue,Q,5000,44316,49316,06/10/2019,2018,N00038260
Other,W,16575,2000,18575,06/10/2019,2018,N00038260
Agribusiness,A,8500,22500,31000,06/10/2019,2018,N00028073
Communic/Electronics,B,1845,30500,32345,06/10/2019,2018,N00028073
Construction,C,851,4000,4851,06/10/2019,2018,N00028073
Defense,D,0,14000,14000,06/10/2019,2018,N00028073
Energy/Nat Resource,E,2000,5500,7500,06/10/2019,2018,N00028073
Finance/Insur/RealEst,F,21365,36010,57375,06/10/2019,2018,N00028073
Health,H,38850,67200,106050,06/10/2019,2018,N00028073
Lawyers & Lobbyists,K,35651,13499,49150,06/10/2019,2018,N00028073
Transportation,M,2000,25078,27078,06/10/2019,2018,N00028073
Misc Business,N,36268,59186,95454,06/10/2019,2018,N00028073
Labor,P,5000,190500,195500,06/10/2019,2018,N00028073
Ideology/Single-Issue,Q,26140,17228,43368,06/10/2019,2018,N00028073
Other,W,119672,1000,120672,06/10/2019,2018,N00028073
Agribusiness,A,189824,364900,554724,06/10/2019,2018,N00004572
Communic/Electronics,B,318763,502248,821011,06/10/2019,2018,N00004572
Construction,C,173269,122000,295269,06/10/2019,2018,N00004572
Defense,D,2854,70500,73354,06/10/2019,2018,N00004572
Energy/Nat Resource,E,170229,341700,511929,06/10/2019,2018,N00004572
Finance/Insur/RealEst,F,916031,685066,1601097,06/10/2019,2018,N00004572
Health,H,194205,406000,600205,06/10/2019,2018,N00004572
Lawyers & Lobbyists,K,606748,123700,730448,06/10/2019,2018,N00004572
Transportation,M,249876,560639,810515,06/10/2019,2018,N00004572
Misc Business,N,348821,455873,804694,06/10/2019,2018,N00004572
Labor,P,0,88000,88000,06/10/2019,2018,N00004572
Ideology/Single-Issue,Q,162589,322463,485052,06/10/2019,2018,N00004572
Other,W,754559,13500,768059,06/10/2019,2018,N00004572
Agribusiness,A,2850,1000,3850,06/10/2019,2018,N00009724
Communic/Electronics,B,25600,33361,58961,06/10/2019,2018,N00009724
Construction,C,23655,13000,36655,06/10/2019,2018,N00009724
Defense,D,45550,102000,147550,06/10/2019,2018,N00009724
Energy/Nat Resource,E,4850,4500,9350,06/10/2019,2018,N00009724
Finance/Insur/RealEst,F,80326,54000,134326,06/10/2019,2018,N00009724
Health,H,47850,51250,99100,06/10/2019,2018,N00009724
Lawyers & Lobbyists,K,77455,22500,99955,06/10/2019,2018,N00009724
Transportation,M,2150,4000,6150,06/10/2019,2018,N00009724
Misc Business,N,23650,30500,54150,06/10/2019,2018,N00009724
Labor,P,6950,182250,189200,06/10/2019,2018,N00009724
Ideology/Single-Issue,Q,8575,29500,38075,06/10/2019,2018,N00009724
Other,W,68811,0,68811,06/10/2019,2018,N00009724
Agribusiness,A,377841,255139,632980,06/10/2019,2018,N00024852
Communic/Electronics,B,358498,347093,705591,06/10/2019,2018,N00024852
Construction,C,541255,207150,748405,06/10/2019,2018,N00024852
Defense,D,36350,159000,195350,06/10/2019,2018,N00024852
Energy/Nat Resource,E,1327265,484000,1811265,06/10/2019,2018,N00024852
Finance/Insur/RealEst,F,3042560,888354,3930914,06/10/2019,2018,N00024852
Health,H,992005,758708,1750713,06/10/2019,2018,N00024852
Lawyers & Lobbyists,K,999723,206500,1206223,06/10/2019,2018,N00024852
Transportation,M,276770,316000,592770,06/10/2019,2018,N00024852
Misc Business,N,1015514,609825,1625339,06/10/2019,2018,N00024852
Labor,P,500,16500,17000,06/10/2019,2018,N00024852
Ideology/Single-Issue,Q,325421,525441,850862,06/10/2019,2018,N00024852
Other,W,780321,9500,789821,06/10/2019,2018,N00024852
Agribusiness,A,29625,61882,91507,06/10/2019,2018,N00029147
Communic/Electronics,B,8425,7000,15425,06/10/2019,2018,N00029147
Construction,C,38060,19500,57560,06/10/2019,2018,N00029147
Defense,D,13722,38500,52222,06/10/2019,2018,N00029147
Energy/Nat Resource,E,3475,22000,25475,06/10/2019,2018,N00029147
Finance/Insur/RealEst,F,119575,14500,134075,06/10/2019,2018,N00029147
Health,H,200218,216900,417118,06/10/2019,2018,N00029147
Lawyers & Lobbyists,K,29072,6961,36033,06/10/2019,2018,N00029147
Transportation,M,21950,36450,58400,06/10/2019,2018,N00029147
Misc Business,N,61020,36811,97831,06/10/2019,2018,N00029147
Labor,P,400,17000,17400,06/10/2019,2018,N00029147
Ideology/Single-Issue,Q,28910,70748,99658,06/10/2019,2018,N00029147
Other,W,115364,1000,116364,06/10/2019,2018,N00029147
Agribusiness,A,50656,22500,73156,06/10/2019,2018,N00000270
Communic/Electronics,B,1023400,488100,1511500,06/10/2019,2018,N00000270
Construction,C,165925,46900,212825,06/10/2019,2018,N00000270
Defense,D,6893,16500,23393,06/10/2019,2018,N00000270
Energy/Nat Resource,E,133966,84200,218166,06/10/2019,2018,N00000270
Finance/Insur/RealEst,F,2064650,177100,2241750,06/10/2019,2018,N00000270
Health,H,505649,298000,803649,06/10/2019,2018,N00000270
Lawyers & Lobbyists,K,2061176,194253,2255429,06/10/2019,2018,N00000270
Transportation,M,65225,91500,156725,06/10/2019,2018,N00000270
Misc Business,N,776700,123963,900663,06/10/2019,2018,N00000270
Labor,P,8577,481700,490277,06/10/2019,2018,N00000270
Ideology/Single-Issue,Q,704165,536673,1240838,06/10/2019,2018,N00000270
Other,W,1436880,6000,1442880,06/10/2019,2018,N00000270
Agribusiness,A,176412,143200,319612,06/10/2019,2018,N00026314
Communic/Electronics,B,119074,158500,277574,06/10/2019,2018,N00026314
Construction,C,120331,79500,199831,06/10/2019,2018,N00026314
Defense,D,22440,62500,84940,06/10/2019,2018,N00026314
Energy/Nat Resource,E,113970,257364,371334,06/10/2019,2018,N00026314
Finance/Insur/RealEst,F,693528,372750,1066278,06/10/2019,2018,N00026314
Health,H,229244,388500,617744,06/10/2019,2018,N00026314
Lawyers & Lobbyists,K,166791,24250,191041,06/10/2019,2018,N00026314
Transportation,M,60915,138200,199115,06/10/2019,2018,N00026314
Misc Business,N,347058,234250,581308,06/10/2019,2018,N00026314
Labor,P,5400,8000,13400,06/10/2019,2018,N00026314
Ideology/Single-Issue,Q,138213,370713,508926,06/10/2019,2018,N00026314
Other,W,495630,1000,496630,06/10/2019,2018,N00026314
Agribusiness,A,215,18500,18715,06/10/2019,2018,N00036107
Communic/Electronics,B,11175,28500,39675,06/10/2019,2018,N00036107
Construction,C,3042,5000,8042,06/10/2019,2018,N00036107
Defense,D,8,15000,15008,06/10/2019,2018,N00036107
Energy/Nat Resource,E,4250,13500,17750,06/10/2019,2018,N00036107
Finance/Insur/RealEst,F,18199,49000,67199,06/10/2019,2018,N00036107
Health,H,11017,36000,47017,06/10/2019,2018,N00036107
Lawyers & Lobbyists,K,18896,15000,33896,06/10/2019,2018,N00036107
Transportation,M,2560,26500,29060,06/10/2019,2018,N00036107
Misc Business,N,89197,20531,109728,06/10/2019,2018,N00036107
Labor,P,0,112000,112000,06/10/2019,2018,N00036107
Ideology/Single-Issue,Q,24740,42516,67256,06/10/2019,2018,N00036107
Other,W,7108,0,7108,06/10/2019,2018,N00036107
Agribusiness,A,31897,0,31897,06/10/2019,2018,N00041370
Communic/Electronics,B,398337,0,398337,06/10/2019,2018,N00041370
Construction,C,31033,0,31033,06/10/2019,2018,N00041370
Defense,D,8264,0,8264,06/10/2019,2018,N00041370
Energy/Nat Resource,E,23039,0,23039,06/10/2019,2018,N00041370
Finance/Insur/RealEst,F,817512,0,817512,06/10/2019,2018,N00041370
Health,H,258452,6000,264452,06/10/2019,2018,N00041370
Lawyers & Lobbyists,K,487365,14000,501365,06/10/2019,2018,N00041370
Transportation,M,9290,0,9290,06/10/2019,2018,N00041370
Misc Business,N,324675,0,324675,06/10/2019,2018,N00041370
Labor,P,6240,155700,161940,06/10/2019,2018,N00041370
Ideology/Single-Issue,Q,467051,440199,907250,06/10/2019,2018,N00041370
Other,W,1127640,0,1127640,06/10/2019,2018,N00041370
Agribusiness,A,125862,308450,434312,06/10/2019,2018,N00033527
Communic/Electronics,B,6000,45000,51000,06/10/2019,2018,N00033527
Construction,C,16950,46000,62950,06/10/2019,2018,N00033527
Defense,D,0,8500,8500,06/10/2019,2018,N00033527
Energy/Nat Resource,E,2000,60000,62000,06/10/2019,2018,N00033527
Finance/Insur/RealEst,F,99300,77500,176800,06/10/2019,2018,N00033527
Health,H,27350,88000,115350,06/10/2019,2018,N00033527
Lawyers & Lobbyists,K,65300,18950,84250,06/10/2019,2018,N00033527
Transportation,M,19750,87000,106750,06/10/2019,2018,N00033527
Misc Business,N,55889,80000,135889,06/10/2019,2018,N00033527
Labor,P,0,23000,23000,06/10/2019,2018,N00033527
Ideology/Single-Issue,Q,2950,44299,47249,06/10/2019,2018,N00033527
Other,W,55100,4500,59600,06/10/2019,2018,N00033527
Agribusiness,A,29287,136990,166277,06/10/2019,2018,N00037031
Communic/Electronics,B,7500,64000,71500,06/10/2019,2018,N00037031
Construction,C,38370,54000,92370,06/10/2019,2018,N00037031
Defense,D,0,35500,35500,06/10/2019,2018,N00037031
Energy/Nat Resource,E,49300,130250,179550,06/10/2019,2018,N00037031
Finance/Insur/RealEst,F,107195,369900,477095,06/10/2019,2018,N00037031
Health,H,64580,219700,284280,06/10/2019,2018,N00037031
Lawyers & Lobbyists,K,130825,24000,154825,06/10/2019,2018,N00037031
Transportation,M,44080,83280,127360,06/10/2019,2018,N00037031
Misc Business,N,67320,161837,229157,06/10/2019,2018,N00037031
Labor,P,450,65000,65450,06/10/2019,2018,N00037031
Ideology/Single-Issue,Q,33000,86500,119500,06/10/2019,2018,N00037031
Other,W,103790,3500,107290,06/10/2019,2018,N00037031
Agribusiness,A,4510,16150,20660,06/10/2019,2018,N00037019
Communic/Electronics,B,65357,32800,98157,06/10/2019,2018,N00037019
Construction,C,23121,6000,29121,06/10/2019,2018,N00037019
Defense,D,1168,6000,7168,06/10/2019,2018,N00037019
Energy/Nat Resource,E,1075,17500,18575,06/10/2019,2018,N00037019
Finance/Insur/RealEst,F,126840,38500,165340,06/10/2019,2018,N00037019
Health,H,27371,35500,62871,06/10/2019,2018,N00037019
Lawyers & Lobbyists,K,254122,19500,273622,06/10/2019,2018,N00037019
Transportation,M,1543,31500,33043,06/10/2019,2018,N00037019
Misc Business,N,71187,41383,112570,06/10/2019,2018,N00037019
Labor,P,174,194000,194174,06/10/2019,2018,N00037019
Ideology/Single-Issue,Q,104132,107650,211782,06/10/2019,2018,N00037019
Other,W,85424,0,85424,06/10/2019,2018,N00037019
Agribusiness,A,16141,29500,45641,06/10/2019,2018,N00028139
Communic/Electronics,B,97369,164200,261569,06/10/2019,2018,N00028139
Construction,C,92475,24500,116975,06/10/2019,2018,N00028139
Defense,D,20274,107500,127774,06/10/2019,2018,N00028139
Energy/Nat Resource,E,40843,49700,90543,06/10/2019,2018,N00028139
Finance/Insur/RealEst,F,318435,149500,467935,06/10/2019,2018,N00028139
Health,H,68494,110000,178494,06/10/2019,2018,N00028139
Lawyers & Lobbyists,K,755621,81550,837171,06/10/2019,2018,N00028139
Transportation,M,77816,100752,178568,06/10/2019,2018,N00028139
Misc Business,N,192577,144500,337077,06/10/2019,2018,N00028139
Labor,P,5555,308510,314065,06/10/2019,2018,N00028139
Ideology/Single-Issue,Q,144606,363499,508105,06/10/2019,2018,N00028139
Other,W,428717,1000,429717,06/10/2019,2018,N00028139
Agribusiness,A,1500,7500,9000,06/10/2019,2018,N00031681
Communic/Electronics,B,7150,57000,64150,06/10/2019,2018,N00031681
Construction,C,10950,50506,61456,06/10/2019,2018,N00031681
Defense,D,250,29000,29250,06/10/2019,2018,N00031681
Energy/Nat Resource,E,65525,128500,194025,06/10/2019,2018,N00031681
Finance/Insur/RealEst,F,19300,37000,56300,06/10/2019,2018,N00031681
Health,H,27650,158500,186150,06/10/2019,2018,N00031681
Lawyers & Lobbyists,K,61150,8000,69150,06/10/2019,2018,N00031681
Transportation,M,6700,27500,34200,06/10/2019,2018,N00031681
Misc Business,N,19550,44500,64050,06/10/2019,2018,N00031681
Labor,P,200,250250,250450,06/10/2019,2018,N00031681
Ideology/Single-Issue,Q,17600,58500,76100,06/10/2019,2018,N00031681
Other,W,45460,2000,47460,06/10/2019,2018,N00031681
Agribusiness,A,15600,39307,54907,06/10/2019,2018,N00008799
Communic/Electronics,B,32750,43000,75750,06/10/2019,2018,N00008799
Construction,C,51080,48000,99080,06/10/2019,2018,N00008799
Defense,D,166240,187500,353740,06/10/2019,2018,N00008799
Energy/Nat Resource,E,55850,45500,101350,06/10/2019,2018,N00008799
Finance/Insur/RealEst,F,280515,92390,372905,06/10/2019,2018,N00008799
Health,H,24205,53750,77955,06/10/2019,2018,N00008799
Lawyers & Lobbyists,K,108684,34071,142755,06/10/2019,2018,N00008799
Transportation,M,32215,130575,162790,06/10/2019,2018,N00008799
Misc Business,N,73770,67499,141269,06/10/2019,2018,N00008799
Labor,P,0,19500,19500,06/10/2019,2018,N00008799
Ideology/Single-Issue,Q,90760,50272,141032,06/10/2019,2018,N00008799
Other,W,119350,3000,122350,06/10/2019,2018,N00008799
Agribusiness,A,50667,0,50667,06/10/2019,2018,N00000528
Communic/Electronics,B,235666,0,235666,06/10/2019,2018,N00000528
Construction,C,79260,0,79260,06/10/2019,2018,N00000528
Defense,D,19301,0,19301,06/10/2019,2018,N00000528
Energy/Nat Resource,E,19777,0,19777,06/10/2019,2018,N00000528
Finance/Insur/RealEst,F,153215,2000,155215,06/10/2019,2018,N00000528
Health,H,251179,9500,260679,06/10/2019,2018,N00000528
Lawyers & Lobbyists,K,98615,0,98615,06/10/2019,2018,N00000528
Transportation,M,28676,0,28676,06/10/2019,2018,N00000528
Misc Business,N,253530,0,253530,06/10/2019,2018,N00000528
Labor,P,25244,132800,158044,06/10/2019,2018,N00000528
Ideology/Single-Issue,Q,180503,61073,241576,06/10/2019,2018,N00000528
Other,W,1655467,1000,1656467,06/10/2019,2018,N00000528
Agribusiness,A,1777,3000,4777,06/10/2019,2018,N00034128
Communic/Electronics,B,30488,47000,77488,06/10/2019,2018,N00034128
Construction,C,27034,9500,36534,06/10/2019,2018,N00034128
Defense,D,2772,60000,62772,06/10/2019,2018,N00034128
Energy/Nat Resource,E,6779,15000,21779,06/10/2019,2018,N00034128
Finance/Insur/RealEst,F,112570,81500,194070,06/10/2019,2018,N00034128
Health,H,38129,62000,100129,06/10/2019,2018,N00034128
Lawyers & Lobbyists,K,587245,17000,604245,06/10/2019,2018,N00034128
Transportation,M,16654,47500,64154,06/10/2019,2018,N00034128
Misc Business,N,41468,43000,84468,06/10/2019,2018,N00034128
Labor,P,1518,310500,312018,06/10/2019,2018,N00034128
Ideology/Single-Issue,Q,38641,322549,361190,06/10/2019,2018,N00034128
Other,W,98690,2000,100690,06/10/2019,2018,N00034128
Agribusiness,A,57824,66200,124024,06/10/2019,2018,N00027626
Communic/Electronics,B,7550,75590,83140,06/10/2019,2018,N00027626
Construction,C,40550,52000,92550,06/10/2019,2018,N00027626
Defense,D,0,16500,16500,06/10/2019,2018,N00027626
Energy/Nat Resource,E,9500,62750,72250,06/10/2019,2018,N00027626
Finance/Insur/RealEst,F,195450,336000,531450,06/10/2019,2018,N00027626
Health,H,98400,289829,388229,06/10/2019,2018,N00027626
Lawyers & Lobbyists,K,118182,31648,149830,06/10/2019,2018,N00027626
Transportation,M,57150,93000,150150,06/10/2019,2018,N00027626
Misc Business,N,131050,128499,259549,06/10/2019,2018,N00027626
Labor,P,0,11000,11000,06/10/2019,2018,N00027626
Ideology/Single-Issue,Q,5900,174750,180650,06/10/2019,2018,N00027626
Other,W,125055,0,125055,06/10/2019,2018,N00027626
Agribusiness,A,30361,0,30361,06/10/2019,2018,N00040865
Communic/Electronics,B,637534,0,637534,06/10/2019,2018,N00040865
Construction,C,44524,0,44524,06/10/2019,2018,N00040865
Defense,D,4532,0,4532,06/10/2019,2018,N00040865
Energy/Nat Resource,E,15724,0,15724,06/10/2019,2018,N00040865
Finance/Insur/RealEst,F,761677,5000,766677,06/10/2019,2018,N00040865
Health,H,202397,0,202397,06/10/2019,2018,N00040865
Lawyers & Lobbyists,K,591486,13000,604486,06/10/2019,2018,N00040865
Transportation,M,11980,0,11980,06/10/2019,2018,N00040865
Misc Business,N,292384,3500,295884,06/10/2019,2018,N00040865
Labor,P,588,99200,99788,06/10/2019,2018,N00040865
Ideology/Single-Issue,Q,481786,419289,901075,06/10/2019,2018,N00040865
Other,W,1188859,0,1188859,06/10/2019,2018,N00040865
Agribusiness,A,230035,158500,388535,06/10/2019,2018,N00035544
Communic/Electronics,B,88410,111200,199610,06/10/2019,2018,N00035544
Construction,C,122859,53500,176359,06/10/2019,2018,N00035544
Defense,D,8600,31500,40100,06/10/2019,2018,N00035544
Energy/Nat Resource,E,218248,148500,366748,06/10/2019,2018,N00035544
Finance/Insur/RealEst,F,1120251,553382,1673633,06/10/2019,2018,N00035544
Health,H,299189,180766,479955,06/10/2019,2018,N00035544
Lawyers & Lobbyists,K,326650,66500,393150,06/10/2019,2018,N00035544
Transportation,M,90350,105000,195350,06/10/2019,2018,N00035544
Misc Business,N,502955,130600,633555,06/10/2019,2018,N00035544
Labor,P,2000,3000,5000,06/10/2019,2018,N00035544
Ideology/Single-Issue,Q,703177,421384,1124561,06/10/2019,2018,N00035544
Other,W,495800,13750,509550,06/10/2019,2018,N00035544
Agribusiness,A,96123,0,96123,06/10/2019,2018,N00033492
Communic/Electronics,B,1205815,1000,1206815,06/10/2019,2018,N00033492
Construction,C,129269,5000,134269,06/10/2019,2018,N00033492
Defense,D,33047,5000,38047,06/10/2019,2018,N00033492
Energy/Nat Resource,E,95262,0,95262,06/10/2019,2018,N00033492
Finance/Insur/RealEst,F,1128797,11000,1139797,06/10/2019,2018,N00033492
Health,H,737158,11000,748158,06/10/2019,2018,N00033492
Lawyers & Lobbyists,K,1231553,14000,1245553,06/10/2019,2018,N00033492
Transportation,M,72504,0,72504,06/10/2019,2018,N00033492
Misc Business,N,744999,1000,745999,06/10/2019,2018,N00033492
Labor,P,20357,204775,225132,06/10/2019,2018,N00033492
Ideology/Single-Issue,Q,2810796,194898,3005694,06/10/2019,2018,N00033492
Other,W,5865674,1000,5866674,06/10/2019,2018,N00033492
Agribusiness,A,5160,50250,55410,06/10/2019,2018,N00032029
Communic/Electronics,B,7200,56635,63835,06/10/2019,2018,N00032029
Construction,C,16700,10500,27200,06/10/2019,2018,N00032029
Defense,D,500,18000,18500,06/10/2019,2018,N00032029
Energy/Nat Resource,E,20150,122500,142650,06/10/2019,2018,N00032029
Finance/Insur/RealEst,F,50154,44000,94154,06/10/2019,2018,N00032029
Health,H,47750,172598,220348,06/10/2019,2018,N00032029
Lawyers & Lobbyists,K,53647,13000,66647,06/10/2019,2018,N00032029
Transportation,M,2950,34500,37450,06/10/2019,2018,N00032029
Misc Business,N,60547,47500,108047,06/10/2019,2018,N00032029
Ideology/Single-Issue,Q,8600,51650,60250,06/10/2019,2018,N00032029
Other,W,75965,0,75965,06/10/2019,2018,N00032029
Agribusiness,A,12650,18007,30657,06/10/2019,2018,N00030602
Communic/Electronics,B,21300,15500,36800,06/10/2019,2018,N00030602
Construction,C,43625,20000,63625,06/10/2019,2018,N00030602
Defense,D,11900,25500,37400,06/10/2019,2018,N00030602
Energy/Nat Resource,E,64500,37500,102000,06/10/2019,2018,N00030602
Finance/Insur/RealEst,F,274895,292460,567355,06/10/2019,2018,N00030602
Health,H,29350,6500,35850,06/10/2019,2018,N00030602
Lawyers & Lobbyists,K,96650,5000,101650,06/10/2019,2018,N00030602
Transportation,M,81750,73990,155740,06/10/2019,2018,N00030602
Misc Business,N,90775,28000,118775,06/10/2019,2018,N00030602
Labor,P,0,7750,7750,06/10/2019,2018,N00030602
Ideology/Single-Issue,Q,21950,16552,38502,06/10/2019,2018,N00030602
Other,W,84360,2000,86360,06/10/2019,2018,N00030602
Agribusiness,A,3880,38250,42130,06/10/2019,2018,N00000515
Communic/Electronics,B,10005,91500,101505,06/10/2019,2018,N00000515
Construction,C,725,16500,17225,06/10/2019,2018,N00000515
Defense,D,1000,15500,16500,06/10/2019,2018,N00000515
Energy/Nat Resource,E,2651,42000,44651,06/10/2019,2018,N00000515
Finance/Insur/RealEst,F,13754,43000,56754,06/10/2019,2018,N00000515
Health,H,24013,94100,118113,06/10/2019,2018,N00000515
Lawyers & Lobbyists,K,17828,18250,36078,06/10/2019,2018,N00000515
Transportation,M,25,15500,15525,06/10/2019,2018,N00000515
Misc Business,N,10127,128750,138877,06/10/2019,2018,N00000515
Labor,P,5000,126000,131000,06/10/2019,2018,N00000515
Ideology/Single-Issue,Q,21588,22000,43588,06/10/2019,2018,N00000515
Other,W,33726,0,33726,06/10/2019,2018,N00000515
Agribusiness,A,45517,46750,92267,06/10/2019,2018,N00039551
Communic/Electronics,B,10800,25500,36300,06/10/2019,2018,N00039551
Construction,C,12400,20000,32400,06/10/2019,2018,N00039551
Defense,D,7300,5000,12300,06/10/2019,2018,N00039551
Energy/Nat Resource,E,22200,33500,55700,06/10/2019,2018,N00039551
Finance/Insur/RealEst,F,186524,436805,623329,06/10/2019,2018,N00039551
Health,H,31900,8500,40400,06/10/2019,2018,N00039551
Lawyers & Lobbyists,K,46692,11100,57792,06/10/2019,2018,N00039551
Transportation,M,40300,28500,68800,06/10/2019,2018,N00039551
Misc Business,N,126075,47499,173574,06/10/2019,2018,N00039551
Labor,P,0,5000,5000,06/10/2019,2018,N00039551
Ideology/Single-Issue,Q,232549,250656,483205,06/10/2019,2018,N00039551
Other,W,175700,0,175700,06/10/2019,2018,N00039551
Agribusiness,A,10625,19000,29625,06/10/2019,2018,N00035431
Communic/Electronics,B,78989,28230,107219,06/10/2019,2018,N00035431
Construction,C,7090,11500,18590,06/10/2019,2018,N00035431
Defense,D,4890,94000,98890,06/10/2019,2018,N00035431
Energy/Nat Resource,E,2890,8000,10890,06/10/2019,2018,N00035431
Finance/Insur/RealEst,F,468671,165000,633671,06/10/2019,2018,N00035431
Health,H,88897,124500,213397,06/10/2019,2018,N00035431
Lawyers & Lobbyists,K,109285,27750,137035,06/10/2019,2018,N00035431
Transportation,M,21440,19500,40940,06/10/2019,2018,N00035431
Misc Business,N,75495,49358,124853,06/10/2019,2018,N00035431
Labor,P,5103,78500,83603,06/10/2019,2018,N00035431
Ideology/Single-Issue,Q,57172,50913,108085,06/10/2019,2018,N00035431
Other,W,268522,0,268522,06/10/2019,2018,N00035431
Agribusiness,A,500,71000,71500,06/10/2019,2018,N00027035
Communic/Electronics,B,3775,98000,101775,06/10/2019,2018,N00027035
Construction,C,1000,1000,2000,06/10/2019,2018,N00027035
Defense,D,0,13000,13000,06/10/2019,2018,N00027035
Energy/Nat Resource,E,0,37000,37000,06/10/2019,2018,N00027035
Finance/Insur/RealEst,F,3015,42000,45015,06/10/2019,2018,N00027035
Health,H,20018,158200,178218,06/10/2019,2018,N00027035
Lawyers & Lobbyists,K,14336,19000,33336,06/10/2019,2018,N00027035
Transportation,M,2700,61148,63848,06/10/2019,2018,N00027035
Misc Business,N,5601,66500,72101,06/10/2019,2018,N00027035
Labor,P,5000,70500,75500,06/10/2019,2018,N00027035
Ideology/Single-Issue,Q,3000,19798,22798,06/10/2019,2018,N00027035
Other,W,16688,1000,17688,06/10/2019,2018,N00027035
Agribusiness,A,355950,182896,538846,06/10/2019,2018,N00033054
Communic/Electronics,B,143976,179940,323916,06/10/2019,2018,N00033054
Construction,C,315283,98750,414033,06/10/2019,2018,N00033054
Defense,D,6100,56500,62600,06/10/2019,2018,N00033054
Energy/Nat Resource,E,405518,373000,778518,06/10/2019,2018,N00033054
Finance/Insur/RealEst,F,1205084,367600,1572684,06/10/2019,2018,N00033054
Health,H,125100,144166,269266,06/10/2019,2018,N00033054
Lawyers & Lobbyists,K,257541,40063,297604,06/10/2019,2018,N00033054
Transportation,M,148425,198555,346980,06/10/2019,2018,N00033054
Misc Business,N,547838,241929,789767,06/10/2019,2018,N00033054
Labor,P,0,38500,38500,06/10/2019,2018,N00033054
Ideology/Single-Issue,Q,206535,622875,829410,06/10/2019,2018,N00033054
Other,W,670361,9000,679361,06/10/2019,2018,N00033054
Agribusiness,A,0,12250,12250,06/10/2019,2018,N00006789
Communic/Electronics,B,1501,18000,19501,06/10/2019,2018,N00006789
Construction,C,12,18500,18512,06/10/2019,2018,N00006789
Defense,D,0,12500,12500,06/10/2019,2018,N00006789
Energy/Nat Resource,E,3,16500,16503,06/10/2019,2018,N00006789
Finance/Insur/RealEst,F,10487,16500,26987,06/10/2019,2018,N00006789
Health,H,9410,21250,30660,06/10/2019,2018,N00006789
Lawyers & Lobbyists,K,18202,13000,31202,06/10/2019,2018,N00006789
Transportation,M,0,36000,36000,06/10/2019,2018,N00006789
Misc Business,N,14201,24500,38701,06/10/2019,2018,N00006789
Labor,P,0,137000,137000,06/10/2019,2018,N00006789
Ideology/Single-Issue,Q,300,7000,7300,06/10/2019,2018,N00006789
Other,W,6731,0,6731,06/10/2019,2018,N00006789
Agribusiness,A,57397,34500,91897,06/10/2019,2018,N00028138
Communic/Electronics,B,281696,398500,680196,06/10/2019,2018,N00028138
Construction,C,350901,47250,398151,06/10/2019,2018,N00028138
Defense,D,75365,109500,184865,06/10/2019,2018,N00028138
